time from commit (minutes),adoption commits,non-adopt commits (all),non-adopt import commits (added lib)
-185.0,0.06339273314443129,0.08770330268989601,0.06099501854392029
-180.0,0.06632990421547269,0.08819316130632458,0.06224284964196741
-175.0,0.0668128688305416,0.09120076486396021,0.06287203963386519
-170.0,0.06855195600669103,0.09146018671421076,0.06695173612540788
-165.0,0.07110358450948,0.0913918418111763,0.0706754927946006
-160.0,0.07242603697477598,0.09165441886430559,0.06748156241928827
-155.0,0.0740221002949608,0.09479277616835692,0.06990984786124745
-150.0,0.07612185632528184,0.11237083922995295,0.0756474208484775
-145.0,0.07661725779739116,0.12028087936894659,0.06991597302071427
-140.0,0.07939274972690735,0.10117035031254959,0.074619414917962
-135.0,0.08080847862000634,0.12875201084020754,0.07406236569311794
-130.0,0.08432396354342639,0.15013770856225267,0.07372888478881301
-125.0,0.08294969084046207,0.11539175881329718,0.07393611935077393
-120.0,0.08512614082253227,0.13752989220490017,0.08039578058181529
-115.0,0.08849031065196078,0.12397048805052474,0.08516693951983514
-110.0,0.09062945006290977,0.12396348243057363,0.0850716592614623
-105.0,0.09350443684874916,0.12087480620235877,0.08791951812689901
-100.0,0.0964996465859791,0.12245706022902601,0.09153744565197049
-95.0,0.09811436519172452,0.1300803512521583,0.09268387133217795
-90.0,0.10087534745469356,0.12978060697867772,0.09278357531683239
-85.0,0.10317616600716778,0.13724079005638348,0.09789638203844626
-80.0,0.10572572170045001,0.1389300535908535,0.09988195456560879
-75.0,0.10875202358028095,0.14512328901770674,0.0978773259867717
-70.0,0.1129847005930308,0.15637891376846577,0.10748736090358353
-65.0,0.1143942110576096,0.17562763001534873,0.10858376444814526
-60.0,0.11793664250461719,0.19593430183087868,0.11128734177947452
-55.0,0.11957416201493666,0.19486351153865714,0.11514074765738172
-50.0,0.12097745405099526,0.1942587286682215,0.12830677793132267
-45.0,0.1235270097442775,0.2065755176685211,0.13892440158042726
-40.0,0.12713991671451402,0.22175739131676403,0.13969174794696565
-35.0,0.1293702597437593,0.24030656165081926,0.14703615443432622
-30.0,0.1342869638937312,0.2563522656736441,0.1574911210709229
-25.0,0.1379351086255822,0.28510397168916674,0.1699925715427133
-20.0,0.14698499493198075,0.3544880595090515,0.19341960507013478
-15.0,0.15489898162868934,0.4039333507778618,0.22247361842774643
-10.0,0.17113737130443976,0.4859576626321248,0.25069290866468463
-5.0,0.20291561385217138,0.6573928301918476,0.3331692017453982
0.0,2.678194251270114,11.785221275714836,6.081343819152625
5.0,0.29706262164800795,0.6549638587553644,0.44088455469580246
10.0,0.24442569703401687,0.4840668404595195,0.34312598874535977
15.0,0.21815698215518295,0.4023013087193283,0.28843988445226953
20.0,0.20076818320319545,0.35310046545659823,0.24933142182986417
25.0,0.18587919251632856,0.2838670252046697,0.21798149453210416
30.0,0.17597116307414232,0.25527682279412683,0.19622322667275552
35.0,0.16913918293994865,0.23928053245706396,0.19201626297895769
40.0,0.16126872524288147,0.22087687580153517,0.1757134704847281
45.0,0.15752730408322746,0.2056983177902157,0.1626457830488934
50.0,0.1533941219268008,0.19342238599329503,0.159006077179051
55.0,0.1489790376774584,0.1941048724193716,0.1477010745231138
60.0,0.14463857457035842,0.19524539804301483,0.13538916370815793
65.0,0.1391974496151829,0.17498771208912775,0.12359142600177833
70.0,0.1359203377850372,0.15578717953366422,0.124086202772043
75.0,0.13160682120152475,0.14453364042548605,0.11632902859394582
80.0,0.12703213062016389,0.1383803530757586,0.11264508546128746
85.0,0.1252391503968394,0.1366715700658523,0.1134083483881813
90.0,0.12040743143664354,0.12927668364433206,0.10822476204606188
95.0,0.11786409417188151,0.12957081272624876,0.10468067672122935
100.0,0.11749720688918967,0.12191532793815033,0.10416105902646035
105.0,0.11436519172451533,0.12033660346046608,0.10261071310807945
110.0,0.11419314853545644,0.12335554435725923,0.09332190877663891
115.0,0.11221361545652593,0.12335843217006351,0.0948930121798796
120.0,0.11069424608809025,0.1368702408911833,0.0917742851513544
125.0,0.10885151843660416,0.1147234975391824,0.09062513717805055
130.0,0.10782547773077106,0.14953137482938508,0.09581655011282203
135.0,0.10526970360896863,0.12812091678644405,0.08787051685116441
140.0,0.1011800504521834,0.1006082428979993,0.08532279079960213
145.0,0.09927513851549528,0.11969631118814085,0.08109983363386315
150.0,0.09885643099513512,0.11178429236259613,0.08957467232949003
155.0,0.09573063425898097,0.0942327009183726,0.08221699466328466
160.0,0.09240377500067366,0.09113899775675771,0.07251099891482592
165.0,0.0923747556675794,0.0908430504223346,0.07857184420724954
170.0,0.09022732501860346,0.09090096711246475,0.07187466290355017
175.0,0.0899329860686473,0.09060427108583312,0.08081841658502623
180.0,0.08782701160980605,0.08763854081385945,0.07002656617775417
185.0,0.0880032004178784,0.08706835821906017,0.07648690798206961
190.0,0.09255301728515848,0.0840072231685157,0.0729145788663623
195.0,0.09886886785217552,0.08046425120377675,0.07698917105834929
200.0,0.08733368294720346,0.08173911360083357,0.07448193911659547
205.0,0.082141295132836,0.07939201700515308,0.06620038323081064
210.0,0.08015968924439876,0.07681063322622221,0.0629486041272005
215.0,0.07839780116367526,0.06991234365100718,0.06518258589940651
220.0,0.07624000646716567,0.07002010185101849,0.05672918526191352
225.0,0.0748885346687754,0.06933435326603339,0.05755165806365334
230.0,0.07201562069244274,0.06914493413727903,0.05861097036477707
235.0,0.07046101356239261,0.07032155742097568,0.06764455971843322
240.0,0.06907430400238787,0.06672580265553639,0.05400348929917627
245.0,0.06896859071754446,0.06441491067593912,0.05498249395395718
250.0,0.06571635260147957,0.06158111066670881,0.05336238927498189
255.0,0.06396068294927627,0.06057064357528766,0.055131539500983255
260.0,0.06218428520200565,0.05808963803031273,0.05215301056692094
265.0,0.06019231526603474,0.05741859589942347,0.0498771735383583
270.0,0.059655457603790756,0.057972842045784345,0.053310325419513874
275.0,0.057555701573469696,0.055941907474156886,0.04930379055493604
280.0,0.056890329721808235,0.05474806426966439,0.04673632787842511
285.0,0.05556373163749878,0.05633513131767208,0.04638991608191244
290.0,0.05425786164825666,0.052299894225834344,0.04746964558125892
295.0,0.05198398961936999,0.061219278417936354,0.04412020421281662
300.0,0.051704160335960966,0.053235492096403964,0.04737844876253063
305.0,0.0495608753059985,0.050145585873846536,0.042163215763165944
310.0,0.04743417275208991,0.05034045976012009,0.04021745677253778
315.0,0.046410204855763554,0.0488938259792239,0.04066629484680125
320.0,0.04409073101772874,0.06897562274212479,0.03843333393450639
325.0,0.041561903419513845,0.05801113230444841,0.038583060054806564
330.0,0.040334800191527596,0.048216045618458,0.04371798540782843
335.0,0.038143840542910264,0.04402342272878737,0.03740532800399088
340.0,0.0374038475490064,0.04461467566145486,0.03682241699473134
345.0,0.03478588914200196,0.04339735560842392,0.03431416419306639
350.0,0.03279599201553778,0.043417730732098515,0.03611019706339438
355.0,0.031792752214278755,0.05287146724902086,0.036188462989914925
