time(minutes),avg_commits
-52110,1.0
-52095,6.0
-52080,6.0
-52065,6.0
-52050,0.0
-52035,6.0
-52020,0.0
-52005,0.0
-51990,0.0
-51975,1.0
-51960,0.0
-51945,6.0
-51930,0.0
-51915,0.0
-51900,0.0
-51885,0.0
-51870,0.0
-51855,0.0
-51840,1.0
-51825,6.0
-51810,18.0
-51795,0.0
-51780,0.0
-51765,0.0
-51750,0.0
-51735,0.0
-51720,0.0
-51705,0.0
-51690,0.0
-51675,0.0
-51660,0.0
-51645,0.0
-51630,0.0
-51615,0.0
-51600,0.0
-51585,0.0
-51570,0.0
-51555,0.0
-51540,0.0
-51525,0.0
-51510,0.0
-51495,0.0
-51480,0.0
-51465,6.0
-51450,0.0
-51435,1.0
-51420,0.0
-51405,0.0
-51390,0.0
-51375,0.0
-51360,0.0
-51345,0.0
-51330,6.0
-51315,0.0
-51300,0.0
-51285,0.0
-51270,0.0
-51255,0.0
-51240,0.0
-51225,0.0
-51210,0.0
-51195,0.0
-51180,0.0
-51165,0.0
-51150,1.0
-51135,1.0
-51120,1.0
-51105,0.0
-51090,1.0
-51075,0.0
-51060,0.0
-51045,0.0
-51030,0.0
-51015,2.0
-51000,1.0
-50985,0.0
-50970,0.0
-50955,0.0
-50940,1.0
-50925,0.0
-50910,0.0
-50895,0.0
-50880,7.0
-50865,1.0
-50850,1.0
-50835,0.0
-50820,0.0
-50805,0.0
-50790,0.0
-50775,0.0
-50760,1.0
-50745,1.0
-50730,0.0
-50715,0.0
-50700,1.0
-50685,6.0
-50670,6.0
-50655,0.0
-50640,0.0
-50625,0.0
-50610,0.0
-50595,0.0
-50580,2.0
-50565,0.0
-50550,2.0
-50535,0.0
-50520,0.0
-50505,0.0
-50490,0.0
-50475,0.0
-50460,0.0
-50445,0.0
-50430,1.0
-50415,6.0
-50400,12.0
-50385,0.0
-50370,1.0
-50355,0.0
-50340,1.0
-50325,0.0
-50310,0.0
-50295,0.0
-50280,0.0
-50265,0.0
-50250,12.0
-50235,0.0
-50220,0.0
-50205,18.0
-50190,0.0
-50175,0.0
-50160,1.0
-50145,6.0
-50130,3.0
-50115,1.0
-50100,6.0
-50085,7.0
-50070,6.0
-50055,0.0
-50040,0.0
-50025,0.0
-50010,0.0
-49995,0.0
-49980,0.0
-49965,0.0
-49950,0.0
-49935,0.0
-49920,1.0
-49905,0.0
-49890,1.0
-49875,0.0
-49860,0.0
-49845,1.0
-49830,0.0
-49815,2.0
-49800,0.0
-49785,0.0
-49770,6.0
-49755,0.0
-49740,0.0
-49725,0.0
-49710,0.0
-49695,1.0
-49680,0.0
-49665,0.0
-49650,0.0
-49635,0.0
-49620,0.0
-49605,0.0
-49590,1.0
-49575,0.0
-49560,1.0
-49545,0.0
-49530,0.0
-49515,1.0
-49500,1.0
-49485,0.0
-49470,0.0
-49455,0.0
-49440,0.0
-49425,0.0
-49410,0.0
-49395,0.0
-49380,0.0
-49365,6.0
-49350,0.0
-49335,6.0
-49320,0.0
-49305,0.0
-49290,0.0
-49275,0.0
-49260,0.0
-49245,0.0
-49230,0.0
-49215,0.0
-49200,0.0
-49185,0.0
-49170,0.0
-49155,0.0
-49140,6.0
-49125,0.0
-49110,6.0
-49095,0.0
-49080,0.0
-49065,0.0
-49050,0.0
-49035,0.0
-49020,6.0
-49005,18.0
-48990,0.0
-48975,6.0
-48960,0.0
-48945,0.0
-48930,0.0
-48915,0.0
-48900,0.0
-48885,0.0
-48870,6.0
-48855,0.0
-48840,0.0
-48825,0.0
-48810,0.0
-48795,0.0
-48780,0.0
-48765,0.0
-48750,0.0
-48735,0.0
-48720,0.0
-48705,0.0
-48690,0.0
-48675,6.0
-48660,0.0
-48645,0.0
-48630,0.0
-48615,0.0
-48600,0.0
-48585,0.0
-48570,0.0
-48555,0.0
-48540,0.0
-48525,0.0
-48510,0.0
-48495,1.0
-48480,0.0
-48465,6.0
-48450,0.0
-48435,0.0
-48420,0.0
-48405,0.0
-48390,0.0
-48375,0.0
-48360,0.0
-48345,3.0
-48330,6.0
-48315,0.0
-48300,0.0
-48285,0.0
-48270,0.0
-48255,0.0
-48240,0.0
-48225,0.0
-48210,0.0
-48195,0.0
-48180,0.0
-48165,0.0
-48150,0.0
-48135,0.0
-48120,0.0
-48105,0.0
-48090,0.0
-48075,0.0
-48060,0.0
-48045,0.0
-48030,0.0
-48015,0.0
-48000,0.0
-47985,0.0
-47970,0.0
-47955,0.0
-47940,12.0
-47925,0.0
-47910,0.0
-47895,0.0
-47880,0.0
-47865,0.0
-47850,0.0
-47835,0.0
-47820,0.0
-47805,0.0
-47790,0.0
-47775,0.0
-47760,0.0
-47745,0.0
-47730,0.0
-47715,0.0
-47700,1.0
-47685,1.0
-47670,0.0
-47655,0.0
-47640,0.0
-47625,6.0
-47610,0.0
-47595,0.0
-47580,0.0
-47565,0.0
-47550,0.0
-47535,0.0
-47520,6.0
-47505,1.0
-47490,0.0
-47475,0.0
