time(minutes),avg_commits
-52110,1.0
-52080,12.0
-52050,6.0
-52020,6.0
-51990,0.0
-51960,1.0
-51930,6.0
-51900,0.0
-51870,0.0
-51840,1.0
-51810,24.0
-51780,0.0
-51750,0.0
-51720,0.0
-51690,0.0
-51660,0.0
-51630,0.0
-51600,0.0
-51570,0.0
-51540,0.0
-51510,0.0
-51480,0.0
-51450,6.0
-51420,1.0
-51390,0.0
-51360,0.0
-51330,6.0
-51300,0.0
-51270,0.0
-51240,0.0
-51210,0.0
-51180,0.0
-51150,1.0
-51120,2.0
-51090,1.0
-51060,0.0
-51030,0.0
-51000,3.0
-50970,0.0
-50940,1.0
-50910,0.0
-50880,7.0
-50850,2.0
-50820,0.0
-50790,0.0
-50760,1.0
-50730,1.0
-50700,1.0
-50670,12.0
-50640,0.0
-50610,0.0
-50580,2.0
-50550,2.0
-50520,0.0
-50490,0.0
-50460,0.0
-50430,1.0
-50400,18.0
-50370,1.0
-50340,1.0
-50310,0.0
-50280,0.0
-50250,12.0
-50220,0.0
-50190,18.0
-50160,1.0
-50130,9.0
-50100,7.0
-50070,13.0
-50040,0.0
-50010,0.0
-49980,0.0
-49950,0.0
-49920,1.0
-49890,1.0
-49860,0.0
-49830,1.0
-49800,2.0
-49770,6.0
-49740,0.0
-49710,0.0
-49680,1.0
-49650,0.0
-49620,0.0
-49590,1.0
-49560,1.0
-49530,0.0
-49500,2.0
-49470,0.0
-49440,0.0
-49410,0.0
-49380,0.0
-49350,6.0
-49320,6.0
-49290,0.0
-49260,0.0
-49230,0.0
-49200,0.0
-49170,0.0
-49140,6.0
-49110,6.0
-49080,0.0
-49050,0.0
-49020,6.0
-48990,18.0
-48960,6.0
-48930,0.0
-48900,0.0
-48870,6.0
-48840,0.0
-48810,0.0
-48780,0.0
-48750,0.0
-48720,0.0
-48690,0.0
-48660,6.0
-48630,0.0
-48600,0.0
-48570,0.0
-48540,0.0
-48510,0.0
-48480,1.0
-48450,6.0
-48420,0.0
-48390,0.0
-48360,0.0
-48330,9.0
-48300,0.0
-48270,0.0
-48240,0.0
-48210,0.0
-48180,0.0
-48150,0.0
-48120,0.0
-48090,0.0
-48060,0.0
-48030,0.0
-48000,0.0
-47970,0.0
-47940,12.0
-47910,0.0
-47880,0.0
-47850,0.0
-47820,0.0
-47790,0.0
-47760,0.0
-47730,0.0
-47700,1.0
-47670,1.0
-47640,0.0
-47610,6.0
-47580,0.0
-47550,0.0
-47520,6.0
-47490,1.0
-47460,0.0
-47430,2.0
-47400,1.0
-47370,2.0
-47340,1.0
-47310,3.0
-47280,0.0
-47250,0.0
-47220,0.0
-47190,0.0
-47160,0.0
-47130,0.0
-47100,0.0
-47070,6.0
-47040,0.0
-47010,0.0
-46980,0.0
-46950,0.0
-46920,0.0
-46890,0.0
-46860,0.0
-46830,4.0
-46800,4.0
-46770,8.0
-46740,4.0
-46710,1.0
-46680,1.0
-46650,0.0
-46620,4.0
-46590,0.0
-46560,0.0
-46530,4.0
-46500,4.0
-46470,0.0
-46440,0.0
-46410,0.0
-46380,0.0
-46350,0.0
-46320,0.0
-46290,0.0
-46260,0.0
-46230,1.0
-46200,0.0
-46170,0.0
-46140,0.0
-46110,0.0
-46080,0.0
-46050,4.0
-46020,0.0
-45990,0.0
-45960,0.0
-45930,0.0
-45900,0.0
-45870,0.0
-45840,0.0
-45810,0.0
-45780,0.0
-45750,0.0
-45720,0.0
-45690,0.0
-45660,0.0
-45630,0.0
-45600,0.0
-45570,0.0
