time(%-of-session),avg_commits
-90,4.984867075664622
-75,3.0916155419222906
-60,2.7296523517382414
-45,2.7104294478527606
-30,2.634355828220859
-15,2.703476482617587
0,5.65079969535415
15,3.0533219275734247
30,2.7707442258340462
45,2.7018819503849443
60,2.8391787852865695
75,2.945965212432278
90,5.488166524094668
