user,number of commits,number of adoption commits,unique libraries adopted,unique committing repos,unique adoption repos
1121,2,0,0,1,0
1122,114,2,2,8,2
1123,211,1,3,30,1
1124,108,1,4,3,1
1125,49,0,0,1,0
1126,205,1,81,1,1
1127,1,1,3,1,1
1128,2,0,0,1,0
1129,213,0,0,10,0
1130,895,3,10,6,2
1131,7,0,0,3,0
1132,4,0,0,3,0
1133,314,0,0,10,0
1134,423,1,1,15,1
1135,293,1,4,26,1
1136,33,0,0,14,0
1137,3338,5,12,37,3
1138,2079,0,0,14,0
1139,73,0,0,8,0
1140,74,0,0,7,0
1141,23,0,0,6,0
1142,931,1,1,40,1
1143,61,0,0,4,0
1144,82,0,0,8,0
1145,242,0,0,7,0
1146,242,1,1,13,1
1147,208,0,0,10,0
1148,154,0,0,9,0
1149,204,0,0,13,0
1150,4,0,0,1,0
1151,818,3,5,57,3
1152,48,0,0,9,0
1153,1833,3,7,97,3
1154,14660,8,10,68,6
1155,247,0,0,17,0
1156,131,0,0,6,0
1157,583,1,2,23,1
1158,10,0,0,1,0
1159,181,1,1,31,1
1160,1110,0,0,45,0
1161,4296,1,1,27,1
1162,11592,2,2,88,2
1163,16408,3,6,139,2
1164,162,1,1,15,1
1165,90,0,0,8,0
1166,956,2,3,14,2
1167,1275,0,0,30,0
1168,522,1,3,47,1
1169,23,0,0,5,0
1170,2,0,0,1,0
1171,540,0,0,4,0
1172,184,0,0,4,0
1173,55,0,0,5,0
1174,39,0,0,5,0
1175,1,0,0,1,0
1176,14,0,0,6,0
1177,26,0,0,16,0
1178,437,1,1,21,1
1179,92,0,0,4,0
1180,487,0,0,18,0
1181,100,1,1,32,1
1182,56,0,0,13,0
1183,22,0,0,2,0
1184,7,0,0,2,0
1185,502,2,2,11,2
1186,94,0,0,7,0
1187,305,0,0,10,0
1188,122,0,0,3,0
1189,524,2,2,25,2
1190,1728,11,27,95,11
1191,92,0,0,5,0
1192,87,0,0,13,0
1193,661,1,1,17,1
1194,13,0,0,5,0
1195,138,2,10,21,2
1196,567,0,0,555,0
1197,548,9,9,22,2
1198,34,0,0,5,0
1199,246,0,0,10,0
1200,1,0,0,1,0
1201,778,0,0,13,0
1202,101,0,0,7,0
1204,442,0,0,15,0
1206,6,0,0,1,0
1207,1,0,0,1,0
1208,23,2,66,10,2
1209,1,0,0,1,0
1210,13,0,0,4,0
1211,164,4,6,34,3
1212,163,0,0,11,0
1213,759,1,4,36,1
1214,15,0,0,8,0
1215,715,0,0,22,0
1216,115,0,0,6,0
1217,2,0,0,2,0
1218,10,0,0,2,0
1219,3,0,0,2,0
1220,3,0,0,1,0
1221,747,5,14,33,4
1222,49,0,0,11,0
1223,303,0,0,28,0
1224,37,2,2,3,2
1225,283,1,1,17,1
1226,114,1,4,16,1
1227,30,0,0,5,0
1228,206,0,0,2,0
1229,55,2,4,4,1
1230,14,1,4,1,1
1231,10,2,3,2,1
1232,154,1,1,10,1
1233,13,0,0,2,0
1234,162,1,1,11,1
1235,559,0,0,61,0
1236,38,1,1,8,1
1237,245,0,0,20,0
1238,27,0,0,6,0
1239,21,0,0,1,0
1240,69,1,3,7,1
1241,36,0,0,6,0
1242,430,0,0,1,0
1243,5,0,0,1,0
1244,1875,0,0,6,0
1246,2,0,0,1,0
1247,97,0,0,1,0
1248,2,0,0,1,0
1249,1,0,0,1,0
1250,168,0,0,6,0
1251,2,0,0,2,0
1252,40,0,0,9,0
1253,8,0,0,1,0
1254,1,0,0,1,0
1255,1,0,0,1,0
1256,143,0,0,12,0
1257,3,0,0,1,0
1258,1,0,0,1,0
1259,1,0,0,1,0
1260,1,0,0,1,0
1261,4,0,0,1,0
1262,8,0,0,3,0
1263,2,0,0,1,0
1264,1,0,0,1,0
1265,18,0,0,2,0
1266,1,0,0,1,0
1267,9,0,0,4,0
1268,2,0,0,1,0
1269,3,0,0,2,0
1270,9,0,0,3,0
1271,25,0,0,4,0
1272,16,0,0,3,0
1273,6,0,0,1,0
1274,2,0,0,2,0
1275,42,0,0,6,0
1276,24,0,0,3,0
1277,14,0,0,2,0
1278,8,0,0,5,0
1279,234,0,0,15,0
1280,5798,2,3,76,2
1281,9,0,0,1,0
1282,2,0,0,1,0
1283,5,0,0,1,0
1284,1,0,0,1,0
1285,57,1,2,4,1
1286,17,0,0,6,0
1287,8,0,0,2,0
1288,33,0,0,8,0
1289,16,0,0,5,0
1290,1,0,0,1,0
1291,1,0,0,1,0
1292,12,0,0,11,0
1293,27,0,0,4,0
1294,16,1,3,8,1
1295,3,0,0,3,0
1296,2,0,0,1,0
1297,1,0,0,1,0
1298,6,0,0,2,0
1299,1,0,0,1,0
1300,4,0,0,3,0
1301,4,0,0,2,0
1302,2,0,0,1,0
1303,4,0,0,1,0
1304,38,0,0,8,0
1305,2,0,0,1,0
1306,33,0,0,4,0
1307,2,0,0,1,0
1308,1867,0,0,10,0
1309,14,0,0,3,0
1310,6,0,0,2,0
1311,1,0,0,1,0
1312,2,0,0,1,0
1313,2,0,0,2,0
1314,16,0,0,4,0
1315,173,0,0,2,0
1316,1,0,0,1,0
1317,1,0,0,1,0
1318,3,0,0,1,0
1319,1,0,0,1,0
1320,1,0,0,1,0
1321,1551,4,10,66,4
1322,1,0,0,1,0
1323,1,0,0,1,0
1324,2,0,0,2,0
1325,7,0,0,2,0
1326,38,0,0,3,0
1327,14,0,0,3,0
1328,692,3,286,31,1
1329,771,3,15,69,3
1330,1,0,0,1,0
1331,527,0,0,5,0
1332,34,0,0,8,0
1333,11,0,0,11,0
1334,840,2,2,37,2
1335,236,0,0,7,0
1336,79,0,0,14,0
1337,672,0,0,32,0
1338,414,0,0,24,0
1339,309,0,0,7,0
1340,433,0,0,15,0
1341,12,0,0,3,0
1342,3,0,0,2,0
1343,46,0,0,3,0
1344,1,0,0,1,0
1345,145,0,0,14,0
1346,1,0,0,1,0
1347,4,0,0,1,0
1348,67,0,0,8,0
1349,26,0,0,2,0
1350,27,1,3,5,1
1351,5254,11,58,190,9
1352,2175,10,73,184,10
1353,2,0,0,1,0
1354,1,0,0,1,0
1355,1,0,0,1,0
1356,366,1,1,6,1
1357,23,0,0,3,0
1358,3,0,0,2,0
1359,2,0,0,1,0
1360,1,0,0,1,0
1361,20,0,0,3,0
1362,546,0,0,10,0
1363,1,0,0,1,0
1364,8,0,0,1,0
1365,1,0,0,1,0
1366,4,0,0,1,0
1367,2,0,0,1,0
1368,2,0,0,1,0
1369,1,0,0,1,0
1370,5,0,0,2,0
1371,1,0,0,1,0
1372,7,0,0,2,0
1373,2,0,0,1,0
1374,40,0,0,4,0
1375,274,0,0,17,0
1376,1,0,0,1,0
1377,1,0,0,1,0
1378,7,0,0,3,0
1379,89,0,0,2,0
1380,379,1,2,8,1
1381,97,0,0,8,0
1382,31,1,21,5,1
1383,3,0,0,2,0
1384,25,0,0,5,0
1385,3089,2,9,47,2
1386,1,0,0,1,0
1387,1,0,0,1,0
1388,4,0,0,1,0
1389,1,0,0,1,0
1390,1,0,0,1,0
1391,2,0,0,1,0
1392,233,1,2,11,1
1393,597,1,1,22,1
1394,162,1,1,12,1
1395,4,0,0,1,0
1396,13,0,0,4,0
1397,83,0,0,16,0
1398,201,2,5,18,2
1399,33,1,4,3,1
1400,577,0,0,9,0
1401,116,0,0,6,0
1402,520,1,1,29,1
1403,166,3,605,91,3
1404,294,1,9,6,1
1405,200,0,0,3,0
1406,309,0,0,6,0
1407,5,0,0,2,0
1408,20,0,0,5,0
1409,1,0,0,1,0
1410,1529,3,68,28,1
1411,3,0,0,2,0
1412,22,0,0,4,0
1413,16,0,0,4,0
1414,1639,1,3,68,1
1415,13,0,0,9,0
1416,668,0,0,49,0
1417,206,0,0,10,0
1418,1,0,0,1,0
1419,4,0,0,1,0
1420,471,0,0,12,0
1421,434,0,0,16,0
1422,784,1,2,53,1
1423,2,0,0,1,0
1424,68,1,3,6,1
1425,249,1,1,22,1
1426,27,0,0,8,0
1427,431,0,0,7,0
1428,1,0,0,1,0
1429,2,0,0,1,0
1430,15,1,9,1,1
1431,4,0,0,2,0
1432,123,0,0,14,0
1433,22,0,0,6,0
1434,327,3,22,22,2
1435,401,6,9,12,1
1436,668,0,0,38,0
1437,38,0,0,8,0
1438,3015,3,5,56,3
1439,60,1,1,16,1
1440,2,0,0,1,0
1441,831,0,0,34,0
1442,47,1,2,3,1
1443,3,0,0,2,0
1444,263,1,1,13,1
1445,2,1,1,1,1
1446,207,1,1,19,1
1447,2201,2,4,15,1
1448,1,0,0,1,0
1449,1,0,0,1,0
1450,1,0,0,1,0
1451,35,0,0,5,0
1452,11,0,0,3,0
1453,163,2,2,16,2
1454,55,3,5,4,2
1455,1,0,0,1,0
1456,40,0,0,10,0
1457,25,0,0,7,0
1458,18,2,5,1,1
1459,20,1,2,2,1
1460,99,1,1,8,1
1461,5507,3,1973,53,3
1462,475,1,4,20,1
1463,74,1,1,4,1
1464,550,2,3,18,2
1465,187,0,0,9,0
1466,390,2,3,28,2
1467,567,1,2,19,1
1468,35,1,1,3,1
1469,59,0,0,8,0
1470,1296,1,1,122,1
1471,35,0,0,1,0
1472,566,0,0,77,0
1473,106,1,1,20,1
1474,163,1,3,18,1
1475,124,0,0,9,0
1476,25,0,0,4,0
1477,42,1,2,11,1
1478,92,0,0,12,0
1479,118,0,0,13,0
1480,70,1,1,10,1
1481,52,0,0,9,0
1482,415,0,0,14,0
1483,381,0,0,20,0
1484,22,0,0,8,0
1485,521,1,1,33,1
1486,7,0,0,3,0
1487,11,0,0,1,0
1488,82,0,0,14,0
1489,27,0,0,7,0
1490,252,0,0,10,0
1491,153,0,0,13,0
1492,33,0,0,3,0
1493,1636,0,0,30,0
1494,11,0,0,4,0
1495,208,1,1,11,1
1496,14,0,0,4,0
1497,249,0,0,42,0
1498,1947,0,0,18,0
1499,192,0,0,21,0
1500,1443,1,1,38,1
1501,418,1,2,16,1
1502,515,0,0,4,0
1503,28,0,0,3,0
1504,142,0,0,10,0
1505,3,0,0,1,0
1506,1238,7,29,88,5
1507,194,3,4,4,1
1508,2,0,0,1,0
1509,147,1,1,1,1
1510,2,0,0,1,0
1511,77,2,5,5,1
1512,285,1,2,20,1
1513,341,1,1,17,1
1514,253,1,1,33,1
1515,182,0,0,9,0
1516,196,3,4,11,2
1517,472,1,5,58,1
1518,160,0,0,18,0
1519,110,1,2,11,1
1520,35,0,0,16,0
1521,194,1,1,12,1
1522,6,0,0,3,0
1523,2,0,0,2,0
1524,2,0,0,2,0
1525,35,0,0,9,0
1526,391,6,14,58,5
1527,171,0,0,24,0
1528,41,0,0,5,0
1529,141,0,0,6,0
1530,3969,41,203,392,34
1531,118,1,1,5,1
1532,5,0,0,4,0
1533,143,0,0,11,0
1534,175,0,0,2,0
1535,33,1,1,6,1
1536,80,0,0,11,0
1537,155,0,0,10,0
1538,140,1,1,21,1
1539,9,0,0,3,0
1540,7868,12,37,57,6
1541,1891,0,0,8,0
1542,10176,5,261,79,4
1543,2315,5,6,24,4
1544,247,2,11,15,2
1545,326,4,13,12,1
1546,78,1,3,8,1
1547,191,2,2,29,2
1548,42,0,0,7,0
1549,162,4,16,45,4
1550,87,0,0,5,0
1551,67,0,0,10,0
1552,2356,8,12,125,8
1553,1,0,0,1,0
1554,36,0,0,17,0
1555,129,0,0,5,0
1556,20,0,0,2,0
1557,66,0,0,6,0
1558,795,1,2,19,1
1559,46,0,0,4,0
1560,258,0,0,5,0
1561,607,1,1,34,1
1562,80,2,6,6,1
1563,298,0,0,18,0
1564,111,2,6,9,1
1565,1,0,0,1,0
1566,6197,18,68,420,16
1567,1397,0,0,39,0
1568,32,0,0,6,0
1569,17,0,0,2,0
1570,79,1,5,7,1
1571,1,0,0,1,0
1572,400,0,0,20,0
1573,1,0,0,1,0
1574,113,0,0,4,0
1575,1,0,0,1,0
1576,47,0,0,3,0
1577,8,0,0,2,0
1578,4,0,0,2,0
1579,55,0,0,2,0
1580,11,0,0,3,0
1581,19,0,0,9,0
1582,1004,1,3,49,1
1583,1,0,0,1,0
1584,25,0,0,4,0
1585,39,0,0,4,0
1586,32,0,0,10,0
1587,731,0,0,12,0
1588,1,0,0,1,0
1589,427,2,3,18,1
1590,303,1,3,8,1
1591,107,0,0,13,0
1592,475,1,1,24,1
1593,33,2,8,7,2
1594,57,2,6,5,2
1595,442,0,0,17,0
1596,672,1,12,17,1
1597,1,0,0,1,0
1598,73,0,0,6,0
1599,22,1,1,5,1
1600,769,0,0,11,0
1601,23,1,7,13,1
1602,257,0,0,14,0
1603,26,1,11,4,1
1604,5,0,0,2,0
1605,31,0,0,3,0
1606,1,0,0,1,0
1607,31,0,0,3,0
1608,4423,1,1,24,1
1609,12,0,0,2,0
1610,397,0,0,14,0
1611,88,0,0,13,0
1612,955,6,66,24,3
1613,583,0,0,42,0
1614,24,0,0,6,0
1615,46975,3,6,26,2
1616,1,0,0,1,0
1617,1,1,1,1,1
1618,1,0,0,1,0
1619,1,0,0,1,0
1620,480,4,7,218,3
1621,41,0,0,3,0
1622,12909,12,25,97,5
1623,9,0,0,9,0
1624,99,2,7,24,2
1625,94,0,0,19,0
1626,6,0,0,2,0
1627,114,0,0,16,0
1628,1,0,0,1,0
1629,405,0,0,3,0
1630,3,0,0,1,0
1631,1,0,0,1,0
1632,88,1,7,13,1
1633,68,0,0,1,0
1634,2,0,0,1,0
1635,38,0,0,5,0
1636,27,0,0,15,0
1637,2,0,0,1,0
1638,54,0,0,10,0
1639,37,3,3,9,2
1640,4743,0,0,35,0
1641,66,0,0,10,0
1642,171,3,12,22,3
1643,93,1,3,12,1
1644,10,0,0,9,0
1645,320,2,4,26,2
1646,6372,3,3,171,3
1647,1000,1,6,12,1
1648,46,1,5,3,1
1649,48,1,8,10,1
1650,99,1,1,14,1
1651,471,0,0,21,0
1652,692,0,0,5,0
1653,71,0,0,6,0
1654,1731,0,0,33,0
1655,162,0,0,13,0
1656,163,0,0,11,0
1657,65,1,1,10,1
1658,1,0,0,1,0
1659,204,3,3,17,3
1660,428,1,10,18,1
1661,6,0,0,2,0
1662,42,0,0,4,0
1663,613,1,9,11,1
1664,307,0,0,8,0
1665,2,0,0,2,0
1666,3,0,0,1,0
1667,28,0,0,6,0
1668,2,0,0,2,0
1669,1,0,0,1,0
1670,198,0,0,8,0
1671,6,0,0,3,0
1672,3,0,0,1,0
1673,702,1,1,20,1
1674,466,0,0,27,0
1675,99,1,2,8,1
1676,164,0,0,9,0
1677,10,0,0,2,0
1678,62,1,1,5,1
1679,174,0,0,164,0
1680,1,0,0,1,0
1681,10,0,0,5,0
1682,682,1,3,16,1
1683,2,0,0,1,0
1684,42,3,5,7,1
1685,46,0,0,6,0
1686,12,0,0,2,0
1687,83,0,0,8,0
1688,2250,7,10,102,3
1689,1,1,6,1,1
1690,83,2,5,9,1
1691,553,0,0,15,0
1692,80,0,0,4,0
1693,311,0,0,12,0
1694,115,0,0,13,0
1695,75,0,0,21,0
1696,3840,8,364,145,7
1697,544,1,2,19,1
1698,5,1,2,2,1
1699,4,0,0,2,0
1700,98,1,1,14,1
1701,2,1,1,1,1
1702,152,0,0,9,0
1703,27,2,6,3,1
1704,772,3,3,16,2
1705,13,0,0,5,0
1706,4179,0,0,49,0
1707,1077,3,4,22,2
1708,4,0,0,3,0
1709,129,0,0,13,0
1710,1628,5,11,34,3
1711,251,2,2,16,2
1712,1187,0,0,26,0
1713,14,0,0,6,0
1714,216,3,4,5,2
1715,516,0,0,2,0
1716,21,0,0,4,0
1717,1,0,0,1,0
1718,1,0,0,1,0
1719,221,2,3,40,2
1720,468,0,0,8,0
1721,22,0,0,2,0
1722,1,0,0,1,0
1723,186,0,0,2,0
1724,205,0,0,8,0
1725,1066,0,0,2,0
1726,4,0,0,1,0
1727,484,0,0,2,0
1728,173,2,2,32,2
1729,3,0,0,2,0
1730,15,0,0,2,0
1731,689,0,0,17,0
1732,1,0,0,1,0
1733,2686,0,0,44,0
1734,438,1,3,15,1
1735,9,0,0,3,0
1736,20,0,0,2,0
1737,26,0,0,5,0
1738,21,0,0,2,0
1739,85,4,469,12,1
1740,498,0,0,1,0
1741,329,0,0,1,0
1742,10,0,0,2,0
1743,4,0,0,1,0
1744,8,0,0,1,0
1745,2046,1,1,60,1
1746,44,1,13,3,1
1747,77,0,0,1,0
1748,247,0,0,19,0
1749,2,0,0,1,0
1750,39,0,0,10,0
1751,78,0,0,2,0
1752,328,1,1,14,1
1753,55,0,0,6,0
1754,1054,23,101,256,23
1755,9,0,0,2,0
1756,2716,8,11,61,7
1757,155,0,0,11,0
1758,433,5,19,53,5
1759,12,1,1,3,1
1760,1,0,0,1,0
1761,160,0,0,10,0
1762,226,1,1,16,1
1763,26,5,17,5,2
1764,4,0,0,1,0
1765,485,1,1,17,1
1766,213,0,0,5,0
1767,1,0,0,1,0
1768,88,0,0,7,0
1769,733,0,0,14,0
1770,96,0,0,6,0
1771,112,1,3,3,1
1772,260,0,0,15,0
1773,1935,0,0,31,0
1774,60,0,0,2,0
1775,8,0,0,3,0
1776,107,0,0,19,0
1777,1022,1,3,48,1
1778,446,1,2,23,1
1779,1,0,0,1,0
1780,4926,3,3,53,3
1781,1,0,0,1,0
1782,2,0,0,1,0
1783,21,0,0,5,0
1784,2,0,0,2,0
1785,1150,3,5,46,3
1786,807,0,0,24,0
1787,12,0,0,2,0
1788,712,2,4,15,2
1789,3,0,0,3,0
1790,1,0,0,1,0
1791,158,1,383,18,1
1792,66,1,5,8,1
1793,785,1,1,15,1
1794,22,0,0,3,0
1795,32,0,0,3,0
1796,97,0,0,11,0
1797,42,0,0,41,0
1798,1,0,0,1,0
1799,31,0,0,2,0
1800,3,0,0,2,0
1801,9611,0,0,38,0
1802,11,0,0,4,0
1803,824,0,0,19,0
1804,55,0,0,8,0
1805,29,1,6,3,1
1806,2,0,0,2,0
1807,433,2,12,11,2
1808,40,1,3,5,1
1809,1,0,0,1,0
1810,69,0,0,11,0
1811,24,0,0,9,0
1812,5,0,0,4,0
1813,2,0,0,1,0
1814,62,1,386,6,1
1815,20,0,0,6,0
1816,1,0,0,1,0
1817,2189,1,1,24,1
1818,7,0,0,1,0
1819,4,0,0,1,0
1820,13,0,0,3,0
1821,2,0,0,1,0
1822,24,0,0,8,0
1823,1,0,0,1,0
1824,2,0,0,1,0
1825,20,0,0,5,0
1826,474,2,8,31,2
1827,10,0,0,1,0
1828,43,1,11,8,1
1829,143,1,12,13,1
1830,107,0,0,18,0
1831,489,0,0,18,0
1832,298,1,1,17,1
1833,1191,1,8,12,1
1834,5,0,0,2,0
1835,103,0,0,7,0
1836,1,0,0,1,0
1837,15,0,0,2,0
1838,8,0,0,3,0
1839,95,6,7,2,1
1840,166,1,2,16,1
1841,2,0,0,1,0
1842,646,0,0,18,0
1843,80,1,1,5,1
1844,13,0,0,2,0
1845,5,0,0,3,0
1846,113,1,1,14,1
1847,80,0,0,8,0
1848,218,1,1,18,1
1849,3,0,0,1,0
1850,176,0,0,1,0
1851,396,0,0,9,0
1852,85,0,0,1,0
1853,37,0,0,5,0
1854,9,0,0,2,0
1855,428,0,0,35,0
1856,74,3,13,11,3
1857,288,0,0,9,0
1858,1,0,0,1,0
1859,40,1,4,8,1
1860,3723,12,470,275,11
1861,4,0,0,2,0
1862,10,0,0,4,0
1863,49,0,0,8,0
1864,165,0,0,10,0
1865,1,0,0,1,0
1866,2,0,0,2,0
1867,5,0,0,2,0
1868,19,0,0,5,0
1869,144,0,0,11,0
1870,5,0,0,2,0
1871,16,0,0,4,0
1872,27,0,0,13,0
1873,1,0,0,1,0
1874,1,0,0,1,0
1875,524,0,0,10,0
1876,79,0,0,10,0
1877,5,0,0,1,0
1878,296,6,70,41,3
1879,5,0,0,2,0
1880,5,0,0,2,0
1881,6,0,0,2,0
1882,11,0,0,3,0
1883,24,0,0,1,0
1884,66,0,0,2,0
1885,104,0,0,13,0
1886,31,1,1,3,1
1887,52,0,0,19,0
1888,36,1,1,7,1
1889,609,0,0,14,0
1890,5,0,0,1,0
1891,6,0,0,2,0
1892,43,0,0,7,0
1893,22,0,0,5,0
1894,217,0,0,10,0
1895,3,0,0,1,0
1896,1,0,0,1,0
1897,199,2,18,23,2
1898,819,0,0,46,0
1899,139,0,0,5,0
1900,614,0,0,16,0
1901,68,0,0,11,0
1902,427,0,0,10,0
1903,77,0,0,4,0
1904,26,1,4,3,1
1905,3605,1,3,103,1
1906,22,2,5,2,1
1907,3,0,0,1,0
1908,1,0,0,1,0
1909,2,0,0,1,0
1910,1,0,0,1,0
1911,10,0,0,4,0
1912,102,0,0,4,0
1913,45,0,0,2,0
1914,1311,2,7,13,1
1915,971,2,5,29,2
1916,31,0,0,5,0
1917,5,1,1,3,1
1918,12,0,0,5,0
1919,1,0,0,1,0
1920,1,0,0,1,0
1921,507,3,4,18,3
1922,331,1,1,13,1
1923,144,1,16,11,1
1924,57,0,0,2,0
1925,284,2,3,20,2
1926,39,1,16,2,1
1927,8,1,1,3,1
1928,1,0,0,1,0
1929,1,0,0,1,0
1930,42,1,1,5,1
1931,266,0,0,7,0
1932,18,2,3,3,2
1933,29,0,0,10,0
1934,90,0,0,13,0
1935,278,1,1,12,1
1936,1,0,0,1,0
1937,2,0,0,1,0
1938,1,0,0,1,0
1939,2,0,0,1,0
1940,30,1,1,17,1
1941,1,0,0,1,0
1942,5,0,0,1,0
1943,1,0,0,1,0
1944,4043,3,3,43,3
1945,87,0,0,7,0
1946,684,0,0,23,0
1947,918,2,5,20,2
1948,118,2,15,5,1
1949,24,0,0,1,0
1950,31,0,0,4,0
1951,54,0,0,8,0
1952,55,0,0,2,0
1953,142,0,0,8,0
1954,77,0,0,8,0
1955,285,1,4,15,1
1956,11,0,0,4,0
1957,1409,9,73,161,8
1958,201,0,0,7,0
1959,1,0,0,1,0
1960,2086,7,64,46,1
1961,2,0,0,1,0
1962,130,2,13,10,2
1963,11,0,0,3,0
1964,107,1,1,8,1
1965,232,0,0,15,0
1966,1,0,0,1,0
1967,15,0,0,1,0
1968,20,1,1,5,1
1969,134,2,11,21,2
1970,247,0,0,6,0
1971,525,0,0,36,0
1972,31,0,0,3,0
1973,6,0,0,1,0
1974,24,0,0,1,0
1975,55,1,1,5,1
1976,494,0,0,15,0
1977,240,4,13,27,4
1978,8,1,5,1,1
1979,1,1,1,1,1
1980,509,0,0,17,0
1981,63,1,5,13,1
1982,764,0,0,11,0
1983,629,2,3,24,2
1984,229,1,2,10,1
1985,29,0,0,9,0
1986,365,0,0,23,0
1987,43,0,0,10,0
1988,55,0,0,8,0
1989,244,0,0,10,0
1990,136,0,0,8,0
1991,42,0,0,10,0
1992,264,0,0,10,0
1993,60,2,3,1,1
1994,114,1,1,37,1
1995,238,4,7,10,1
1996,19,0,0,7,0
1997,195,2,2,11,2
1998,1,0,0,1,0
1999,704,0,0,20,0
2000,26,0,0,2,0
2001,34,0,0,6,0
2002,806,2,7,57,2
2003,23,0,0,5,0
2004,77,2,2,8,1
2005,1,0,0,1,0
2006,4,0,0,2,0
2007,212,0,0,13,0
2008,14,0,0,9,0
2009,229,1,60,5,1
2010,37,0,0,2,0
2011,1259,2,4,20,2
2012,1888,3,3,38,3
2013,1,0,0,1,0
2014,6,0,0,1,0
2015,6,0,0,1,0
2016,7,0,0,1,0
2017,3,1,1,1,1
2018,24,0,0,5,0
2019,7,0,0,2,0
2020,192,0,0,10,0
2021,459,0,0,18,0
2022,114,1,3,17,1
2023,1426,2,13,10,1
2024,72,0,0,1,0
2025,75,1,18,16,1
2026,2,0,0,2,0
2027,140,0,0,5,0
2028,24,0,0,4,0
2029,97,0,0,7,0
2030,140,2,4,27,2
2031,342,0,0,23,0
2032,8,0,0,1,0
2033,3237,5,17,62,4
2034,234,1,2,8,1
2035,74,0,0,7,0
2036,24,0,0,7,0
2037,50,2,8,4,2
2038,8,1,2,6,1
2039,79,0,0,11,0
2040,147,3,56,18,3
2041,182,1,1,11,1
2042,554,6,28,43,3
2043,744,1,1,47,1
2044,58,0,0,9,0
2045,22,0,0,1,0
2046,53,2,3,4,2
2047,12,0,0,2,0
2048,2,1,2,1,1
2049,22,2,2,2,2
2050,11,0,0,2,0
2051,14,0,0,5,0
2052,16,1,1,1,1
2053,72,1,1,12,1
2054,6,1,3,1,1
2055,18,0,0,1,0
2056,1,0,0,1,0
2057,1,0,0,1,0
2058,114,0,0,10,0
2059,368,0,0,12,0
2060,34,0,0,6,0
2061,19,0,0,5,0
2062,10,0,0,1,0
2063,264,0,0,12,0
2064,24,0,0,5,0
2065,215,0,0,19,0
2066,4,1,1,1,1
2067,2,0,0,1,0
2068,4,1,3,2,1
2069,100,1,1,22,1
2070,23,0,0,3,0
2071,287,0,0,12,0
2072,78,0,0,8,0
2073,211,1,1,8,1
2074,65,0,0,3,0
2075,21,0,0,1,0
2076,7,0,0,2,0
2077,65,4,6,4,1
2078,3,0,0,1,0
2079,1705,0,0,7,0
2080,51,0,0,9,0
2081,20,0,0,5,0
2082,424,3,6,29,2
2083,718,1,1,20,1
2084,359,1,2,7,1
2085,19,0,0,2,0
2086,29,0,0,6,0
2087,54,0,0,12,0
2088,49,0,0,4,0
2089,814,3,4,16,1
2090,29,0,0,5,0
2091,2,0,0,1,0
2092,122,0,0,13,0
2093,1448,0,0,32,0
2094,11,0,0,2,0
2095,7,0,0,4,0
2096,179,0,0,28,0
2097,1539,3,4,58,1
2098,2468,1,1,37,1
2099,162,2,2,1,1
2100,300,2,2,1,1
2101,143,0,0,1,0
2102,152,1,2,1,1
2103,36,2,5,1,1
2104,98,0,0,2,0
2105,396,0,0,1,0
2106,82,1,2,1,1
2107,130,0,0,21,0
2108,5,0,0,3,0
2109,13,0,0,2,0
2110,4,0,0,3,0
2111,759,0,0,20,0
2112,466,0,0,10,0
2113,752,0,0,28,0
2114,73,1,1,14,1
2115,110,1,1,8,1
2116,1,0,0,1,0
2117,11,0,0,4,0
2118,2,0,0,1,0
2119,85,0,0,1,0
2120,3,1,8,1,1
2121,28,0,0,1,0
2122,11,0,0,1,0
2123,3,0,0,1,0
2124,221,0,0,19,0
2125,45,0,0,11,0
2126,2726,0,0,19,0
2127,6,0,0,2,0
2128,738,4,5,40,4
2129,137,1,12,10,1
2130,149,1,4,11,1
2131,2267,2,8,87,2
2132,193,0,0,18,0
2133,69,1,1,13,1
2134,109,0,0,14,0
2135,262,0,0,39,0
2136,413,0,0,8,0
2137,746,6,11,48,6
2138,36,0,0,10,0
2139,74,1,1,17,1
2140,2,0,0,1,0
2141,1,1,1,1,1
2142,7,0,0,2,0
2143,667,1,68,18,1
2144,2,0,0,1,0
2145,18,0,0,3,0
2146,3,0,0,1,0
2147,443,4,10,43,4
2148,16,0,0,3,0
2149,338,1,1,10,1
2150,1,0,0,1,0
2151,136,1,1,10,1
2152,349,0,0,5,0
2153,50,0,0,14,0
2154,1242,0,0,32,0
2155,37,1,2,27,1
2156,1,0,0,1,0
2157,22,0,0,6,0
2158,12,1,1,5,1
2159,17,0,0,8,0
2160,1,0,0,1,0
2161,157,0,0,15,0
2162,10,0,0,3,0
2163,260,0,0,4,0
2164,32,0,0,3,0
2165,2231,4,36,87,4
2166,128,0,0,4,0
2167,3,0,0,1,0
2168,24,2,3,9,2
2169,59,0,0,8,0
2170,182,0,0,15,0
2171,1,0,0,1,0
2172,1,0,0,1,0
2173,523,0,0,13,0
2174,1,0,0,1,0
2175,128,1,3,8,1
2176,20,1,2,6,1
2177,43,1,1,13,1
2178,392,1,1,14,1
2179,4,0,0,2,0
2180,3,0,0,3,0
2181,4,0,0,2,0
2182,972,1,1,17,1
2183,519,0,0,8,0
2184,39,1,1,9,1
2185,381,0,0,9,0
2186,59,0,0,10,0
2187,5,0,0,2,0
2188,28,0,0,2,0
2189,234,0,0,7,0
2190,31,0,0,2,0
