delay(hours),freq
100.0,2107.0
100.25,2070.0
100.5,2044.0
100.75,1966.0
101.0,1851.0
101.25,1695.0
101.5,1669.0
101.75,1696.0
102.0,1627.0
102.25,1531.0
102.5,1402.0
102.75,1341.0
103.0,1341.0
103.25,1263.0
103.5,1193.0
103.75,1252.0
104.0,1153.0
104.25,1099.0
104.5,1031.0
104.75,976.0
105.0,1013.0
105.25,995.0
105.5,1014.0
105.75,968.0
106.0,961.0
106.25,1029.0
106.5,1040.0
106.75,920.0
107.0,1002.0
107.25,960.0
107.5,1007.0
107.75,1000.0
108.0,1024.0
108.25,1032.0
108.5,1040.0
108.75,1048.0
109.0,1015.0
109.25,1032.0
109.5,1012.0
109.75,1036.0
110.0,1055.0
110.25,1036.0
110.5,1096.0
110.75,1101.0
111.0,1166.0
111.25,1202.0
111.5,1187.0
111.75,1317.0
112.0,1364.0
112.25,1382.0
112.5,1339.0
112.75,1514.0
113.0,1561.0
113.25,1626.0
113.5,1721.0
113.75,1786.0
114.0,1849.0
114.25,1819.0
114.5,1994.0
114.75,1979.0
115.0,1998.0
115.25,2140.0
115.5,2100.0
115.75,2179.0
116.0,2234.0
116.25,2281.0
116.5,2317.0
116.75,2370.0
117.0,2471.0
117.25,2491.0
117.5,2543.0
117.75,2564.0
118.0,2745.0
118.25,2803.0
118.5,2807.0
118.75,2975.0
119.0,3115.0
119.25,3085.0
119.5,3284.0
119.75,3420.0
120.0,3431.0
120.25,3437.0
120.5,3106.0
120.75,3077.0
121.0,2709.0
121.25,2676.0
121.5,2440.0
121.75,2392.0
122.0,2258.0
122.25,2137.0
122.5,1978.0
122.75,1924.0
123.0,1862.0
123.25,1865.0
123.5,1746.0
123.75,1660.0
124.0,1627.0
124.25,1645.0
124.5,1491.0
124.75,1435.0
125.0,1442.0
125.25,1329.0
125.5,1335.0
125.75,1290.0
126.0,1275.0
126.25,1208.0
126.5,1108.0
126.75,1087.0
127.0,974.0
127.25,999.0
127.5,969.0
127.75,953.0
128.0,903.0
128.25,806.0
128.5,867.0
128.75,802.0
129.0,809.0
129.25,754.0
129.5,754.0
129.75,780.0
130.0,778.0
130.25,729.0
130.5,768.0
130.75,772.0
131.0,763.0
131.25,757.0
131.5,787.0
131.75,774.0
132.0,784.0
132.25,767.0
132.5,807.0
132.75,770.0
133.0,755.0
133.25,776.0
133.5,835.0
133.75,801.0
134.0,836.0
134.25,849.0
134.5,849.0
134.75,953.0
135.0,848.0
135.25,865.0
135.5,959.0
135.75,926.0
136.0,1026.0
136.25,1133.0
136.5,1062.0
136.75,1140.0
137.0,1208.0
137.25,1263.0
137.5,1301.0
137.75,1370.0
138.0,1406.0
138.25,1500.0
138.5,1579.0
138.75,1557.0
139.0,1698.0
139.25,1631.0
139.5,1720.0
139.75,1773.0
140.0,1715.0
140.25,1796.0
140.5,1845.0
140.75,1942.0
141.0,1953.0
141.25,2022.0
141.5,2138.0
141.75,2173.0
142.0,2193.0
142.25,2289.0
142.5,2337.0
142.75,2421.0
143.0,2524.0
143.25,2635.0
143.5,2687.0
143.75,2680.0
144.0,2979.0
144.25,2719.0
144.5,2685.0
144.75,2456.0
145.0,2296.0
145.25,2292.0
145.5,2109.0
145.75,2061.0
146.0,1904.0
146.25,1846.0
146.5,1783.0
146.75,1708.0
147.0,1632.0
147.25,1552.0
147.5,1491.0
147.75,1457.0
148.0,1389.0
148.25,1354.0
148.5,1293.0
148.75,1265.0
149.0,1186.0
149.25,1156.0
149.5,1131.0
149.75,1123.0
150.0,1073.0
150.25,932.0
150.5,926.0
150.75,849.0
151.0,875.0
151.25,788.0
151.5,762.0
151.75,738.0
152.0,730.0
152.25,706.0
152.5,707.0
152.75,665.0
153.0,626.0
153.25,636.0
153.5,661.0
153.75,581.0
154.0,671.0
154.25,600.0
154.5,585.0
154.75,631.0
155.0,646.0
155.25,606.0
155.5,608.0
155.75,534.0
156.0,651.0
156.25,601.0
156.5,691.0
156.75,654.0
157.0,700.0
157.25,605.0
157.5,651.0
157.75,658.0
158.0,645.0
158.25,680.0
158.5,679.0
158.75,662.0
159.0,711.0
159.25,686.0
159.5,728.0
159.75,699.0
160.0,814.0
160.25,864.0
160.5,891.0
160.75,961.0
161.0,975.0
161.25,1085.0
161.5,1064.0
161.75,1147.0
162.0,1156.0
162.25,1226.0
162.5,1214.0
162.75,1271.0
163.0,1368.0
163.25,1312.0
163.5,1441.0
163.75,1442.0
164.0,1573.0
164.25,1537.0
164.5,1600.0
164.75,1687.0
165.0,1757.0
165.25,1753.0
165.5,1799.0
165.75,1904.0
166.0,1927.0
166.25,2036.0
166.5,2041.0
166.75,2192.0
167.0,2224.0
167.25,2409.0
167.5,2391.0
167.75,2515.0
168.0,2830.0
168.25,2624.0
168.5,2415.0
168.75,2244.0
169.0,2072.0
169.25,1903.0
169.5,1872.0
169.75,1770.0
170.0,1568.0
170.25,1579.0
170.5,1421.0
170.75,1433.0
171.0,1353.0
171.25,1295.0
171.5,1204.0
171.75,1210.0
172.0,1125.0
172.25,1062.0
172.5,1007.0
172.75,1015.0
173.0,955.0
173.25,960.0
173.5,897.0
173.75,807.0
174.0,773.0
174.25,815.0
174.5,752.0
174.75,736.0
175.0,748.0
175.25,647.0
175.5,650.0
175.75,623.0
176.0,588.0
176.25,562.0
176.5,517.0
176.75,529.0
177.0,503.0
177.25,487.0
177.5,462.0
177.75,466.0
178.0,460.0
178.25,440.0
178.5,466.0
178.75,480.0
179.0,464.0
179.25,462.0
179.5,489.0
179.75,480.0
180.0,492.0
180.25,497.0
180.5,477.0
180.75,481.0
181.0,480.0
181.25,500.0
181.5,469.0
181.75,471.0
182.0,446.0
182.25,481.0
182.5,477.0
182.75,512.0
183.0,534.0
183.25,491.0
183.5,563.0
183.75,495.0
184.0,561.0
184.25,616.0
184.5,612.0
184.75,614.0
185.0,691.0
185.25,742.0
185.5,725.0
185.75,727.0
186.0,778.0
186.25,793.0
186.5,877.0
186.75,865.0
187.0,820.0
187.25,925.0
187.5,924.0
187.75,921.0
188.0,971.0
188.25,1023.0
188.5,1007.0
188.75,1080.0
189.0,1041.0
189.25,1039.0
189.5,1170.0
189.75,1185.0
190.0,1198.0
190.25,1285.0
190.5,1263.0
190.75,1356.0
191.0,1448.0
191.25,1466.0
191.5,1539.0
191.75,1526.0
192.0,1561.0
192.25,1617.0
192.5,1547.0
192.75,1452.0
193.0,1323.0
193.25,1344.0
193.5,1177.0
193.75,1149.0
194.0,1128.0
194.25,998.0
194.5,1007.0
194.75,962.0
195.0,900.0
195.25,889.0
195.5,854.0
195.75,796.0
196.0,826.0
196.25,739.0
196.5,825.0
196.75,745.0
197.0,693.0
197.25,656.0
197.5,689.0
197.75,642.0
198.0,581.0
198.25,560.0
198.5,549.0
198.75,487.0
199.0,501.0
199.25,490.0
199.5,482.0
199.75,435.0
200.0,426.0
200.25,435.0
200.5,430.0
200.75,433.0
201.0,398.0
201.25,384.0
201.5,390.0
201.75,364.0
202.0,373.0
202.25,333.0
202.5,348.0
202.75,343.0
203.0,407.0
203.25,391.0
203.5,402.0
203.75,356.0
204.0,328.0
204.25,375.0
204.5,368.0
204.75,377.0
205.0,344.0
205.25,361.0
205.5,347.0
205.75,382.0
206.0,392.0
206.25,393.0
206.5,357.0
206.75,418.0
207.0,375.0
207.25,386.0
207.5,422.0
207.75,391.0
208.0,415.0
208.25,462.0
208.5,470.0
208.75,504.0
209.0,447.0
209.25,526.0
209.5,530.0
209.75,550.0
210.0,587.0
210.25,565.0
210.5,599.0
210.75,588.0
211.0,597.0
211.25,633.0
211.5,689.0
211.75,706.0
212.0,670.0
212.25,690.0
212.5,761.0
212.75,767.0
213.0,809.0
213.25,843.0
213.5,827.0
213.75,890.0
214.0,872.0
214.25,926.0
214.5,933.0
214.75,979.0
215.0,957.0
215.25,1034.0
215.5,1076.0
215.75,1091.0
216.0,1181.0
216.25,1133.0
216.5,1028.0
216.75,1000.0
217.0,922.0
217.25,901.0
217.5,898.0
217.75,832.0
218.0,831.0
218.25,771.0
218.5,763.0
218.75,684.0
219.0,686.0
219.25,700.0
219.5,647.0
219.75,605.0
220.0,619.0
220.25,560.0
220.5,623.0
220.75,529.0
221.0,528.0
221.25,501.0
221.5,510.0
221.75,491.0
222.0,475.0
222.25,450.0
222.5,492.0
222.75,437.0
223.0,394.0
223.25,378.0
223.5,387.0
223.75,355.0
224.0,359.0
224.25,332.0
224.5,316.0
224.75,316.0
225.0,334.0
225.25,283.0
225.5,305.0
225.75,308.0
226.0,311.0
226.25,326.0
226.5,344.0
226.75,307.0
227.0,260.0
227.25,327.0
227.5,298.0
227.75,316.0
228.0,309.0
228.25,311.0
228.5,326.0
228.75,335.0
229.0,312.0
229.25,312.0
229.5,284.0
229.75,313.0
230.0,321.0
230.25,310.0
230.5,320.0
230.75,341.0
231.0,316.0
231.25,353.0
231.5,363.0
231.75,348.0
232.0,381.0
232.25,424.0
232.5,406.0
232.75,398.0
233.0,428.0
233.25,455.0
233.5,471.0
233.75,468.0
234.0,513.0
234.25,519.0
234.5,590.0
234.75,578.0
235.0,576.0
235.25,540.0
235.5,594.0
235.75,679.0
236.0,594.0
236.25,677.0
236.5,648.0
236.75,650.0
237.0,673.0
237.25,688.0
237.5,741.0
237.75,736.0
238.0,791.0
238.25,820.0
238.5,833.0
238.75,890.0
239.0,863.0
239.25,853.0
239.5,902.0
239.75,921.0
240.0,1006.0
240.25,952.0
240.5,890.0
240.75,872.0
241.0,827.0
241.25,779.0
241.5,747.0
241.75,718.0
242.0,741.0
242.25,648.0
242.5,670.0
242.75,638.0
243.0,633.0
243.25,630.0
243.5,602.0
243.75,549.0
244.0,534.0
244.25,488.0
244.5,492.0
244.75,488.0
245.0,461.0
245.25,477.0
245.5,407.0
245.75,481.0
246.0,434.0
246.25,425.0
246.5,396.0
246.75,351.0
247.0,345.0
247.25,314.0
247.5,383.0
247.75,322.0
248.0,324.0
248.25,310.0
248.5,285.0
248.75,308.0
249.0,273.0
249.25,276.0
249.5,281.0
249.75,266.0
250.0,282.0
250.25,270.0
250.5,270.0
250.75,258.0
251.0,279.0
251.25,302.0
251.5,303.0
251.75,268.0
252.0,289.0
252.25,315.0
252.5,280.0
252.75,288.0
253.0,257.0
253.25,270.0
253.5,286.0
253.75,282.0
254.0,302.0
254.25,271.0
254.5,269.0
254.75,319.0
255.0,319.0
255.25,313.0
255.5,298.0
255.75,329.0
256.0,351.0
256.25,351.0
256.5,336.0
256.75,376.0
257.0,408.0
257.25,405.0
257.5,381.0
257.75,425.0
258.0,449.0
258.25,494.0
258.5,475.0
258.75,476.0
259.0,479.0
259.25,576.0
259.5,551.0
259.75,550.0
260.0,522.0
260.25,624.0
260.5,605.0
260.75,659.0
261.0,660.0
261.25,615.0
261.5,717.0
261.75,672.0
262.0,680.0
262.25,735.0
262.5,761.0
262.75,776.0
263.0,809.0
263.25,858.0
263.5,841.0
263.75,883.0
264.0,894.0
264.25,877.0
264.5,872.0
264.75,815.0
265.0,733.0
265.25,751.0
265.5,684.0
265.75,692.0
266.0,650.0
266.25,665.0
266.5,611.0
266.75,565.0
267.0,504.0
267.25,557.0
267.5,495.0
267.75,519.0
268.0,468.0
268.25,455.0
268.5,447.0
268.75,450.0
269.0,438.0
269.25,425.0
269.5,412.0
269.75,371.0
270.0,374.0
270.25,350.0
270.5,293.0
270.75,359.0
271.0,292.0
271.25,300.0
271.5,328.0
271.75,329.0
272.0,307.0
272.25,283.0
272.5,279.0
272.75,267.0
273.0,269.0
273.25,263.0
273.5,259.0
273.75,246.0
274.0,256.0
274.25,244.0
274.5,233.0
274.75,228.0
275.0,242.0
275.25,224.0
275.5,230.0
275.75,247.0
276.0,273.0
276.25,249.0
276.5,244.0
276.75,264.0
277.0,230.0
277.25,238.0
277.5,248.0
277.75,240.0
278.0,273.0
278.25,260.0
278.5,236.0
278.75,266.0
279.0,266.0
279.25,269.0
279.5,299.0
279.75,298.0
280.0,278.0
280.25,320.0
280.5,322.0
280.75,339.0
281.0,346.0
281.25,381.0
281.5,376.0
281.75,450.0
282.0,394.0
282.25,424.0
282.5,441.0
282.75,478.0
283.0,486.0
283.25,470.0
283.5,482.0
283.75,483.0
284.0,521.0
284.25,538.0
284.5,597.0
284.75,524.0
285.0,587.0
285.25,588.0
285.5,615.0
285.75,655.0
286.0,580.0
286.25,724.0
286.5,670.0
286.75,729.0
287.0,755.0
287.25,761.0
287.5,767.0
287.75,789.0
288.0,841.0
288.25,807.0
288.5,749.0
288.75,777.0
289.0,651.0
289.25,687.0
289.5,646.0
289.75,637.0
290.0,580.0
290.25,584.0
290.5,543.0
290.75,529.0
291.0,510.0
291.25,494.0
291.5,497.0
291.75,462.0
292.0,442.0
292.25,441.0
292.5,439.0
292.75,422.0
293.0,408.0
293.25,388.0
293.5,372.0
293.75,329.0
294.0,343.0
294.25,312.0
294.5,358.0
294.75,293.0
295.0,289.0
295.25,280.0
295.5,296.0
295.75,294.0
296.0,275.0
296.25,247.0
296.5,258.0
296.75,243.0
297.0,246.0
297.25,221.0
297.5,212.0
297.75,197.0
298.0,217.0
298.25,226.0
298.5,230.0
298.75,219.0
299.0,219.0
299.25,242.0
299.5,227.0
299.75,220.0
300.0,247.0
300.25,206.0
300.5,259.0
300.75,221.0
301.0,240.0
301.25,242.0
301.5,232.0
301.75,242.0
302.0,271.0
302.25,226.0
302.5,249.0
302.75,275.0
303.0,273.0
303.25,269.0
303.5,267.0
303.75,276.0
304.0,263.0
304.25,306.0
304.5,298.0
304.75,351.0
305.0,345.0
305.25,360.0
305.5,344.0
305.75,356.0
306.0,401.0
306.25,380.0
306.5,409.0
306.75,444.0
307.0,472.0
307.25,460.0
307.5,506.0
307.75,492.0
308.0,523.0
308.25,498.0
308.5,499.0
308.75,531.0
309.0,582.0
309.25,592.0
309.5,579.0
309.75,576.0
310.0,605.0
310.25,648.0
310.5,652.0
310.75,719.0
311.0,736.0
311.25,727.0
311.5,784.0
311.75,780.0
312.0,831.0
312.25,833.0
312.5,739.0
312.75,773.0
313.0,717.0
313.25,693.0
313.5,664.0
313.75,603.0
314.0,590.0
314.25,577.0
314.5,581.0
314.75,528.0
315.0,526.0
315.25,497.0
315.5,477.0
315.75,484.0
316.0,466.0
316.25,429.0
316.5,413.0
316.75,386.0
317.0,419.0
317.25,348.0
317.5,331.0
317.75,353.0
318.0,330.0
318.25,303.0
318.5,307.0
318.75,315.0
319.0,309.0
319.25,296.0
319.5,315.0
319.75,256.0
320.0,260.0
320.25,216.0
320.5,228.0
320.75,223.0
321.0,215.0
321.25,219.0
321.5,197.0
321.75,183.0
322.0,215.0
322.25,213.0
322.5,204.0
322.75,203.0
323.0,209.0
323.25,220.0
323.5,211.0
323.75,204.0
324.0,217.0
324.25,207.0
324.5,226.0
324.75,230.0
325.0,223.0
325.25,213.0
325.5,231.0
325.75,207.0
326.0,222.0
326.25,212.0
326.5,240.0
326.75,275.0
327.0,241.0
327.25,232.0
327.5,221.0
327.75,257.0
328.0,252.0
328.25,291.0
328.5,272.0
328.75,312.0
329.0,338.0
329.25,305.0
329.5,367.0
329.75,365.0
330.0,393.0
330.25,397.0
330.5,415.0
330.75,410.0
331.0,431.0
331.25,445.0
331.5,450.0
331.75,476.0
332.0,464.0
332.25,516.0
332.5,507.0
332.75,542.0
333.0,561.0
333.25,613.0
333.5,614.0
333.75,642.0
334.0,651.0
334.25,661.0
334.5,671.0
334.75,720.0
335.0,756.0
335.25,895.0
335.5,817.0
335.75,877.0
336.0,913.0
336.25,857.0
336.5,818.0
336.75,756.0
337.0,739.0
337.25,683.0
337.5,627.0
337.75,603.0
338.0,623.0
338.25,606.0
338.5,518.0
338.75,499.0
339.0,487.0
339.25,444.0
339.5,434.0
339.75,457.0
340.0,411.0
340.25,430.0
340.5,387.0
340.75,396.0
341.0,409.0
341.25,355.0
341.5,324.0
341.75,356.0
342.0,300.0
342.25,301.0
342.5,318.0
342.75,251.0
343.0,246.0
343.25,244.0
343.5,212.0
343.75,239.0
344.0,232.0
344.25,220.0
344.5,206.0
344.75,198.0
345.0,196.0
345.25,170.0
345.5,205.0
345.75,221.0
346.0,193.0
346.25,174.0
346.5,189.0
346.75,191.0
347.0,156.0
347.25,175.0
347.5,164.0
347.75,168.0
348.0,177.0
348.25,164.0
348.5,183.0
348.75,197.0
349.0,181.0
349.25,193.0
349.5,208.0
349.75,199.0
350.0,168.0
350.25,172.0
350.5,200.0
350.75,174.0
351.0,192.0
351.25,189.0
351.5,193.0
351.75,219.0
352.0,194.0
352.25,235.0
352.5,237.0
352.75,280.0
353.0,249.0
353.25,253.0
353.5,269.0
353.75,284.0
354.0,285.0
354.25,289.0
354.5,313.0
354.75,347.0
355.0,364.0
355.25,353.0
355.5,329.0
355.75,366.0
356.0,390.0
356.25,373.0
356.5,384.0
356.75,434.0
357.0,414.0
357.25,419.0
357.5,438.0
357.75,442.0
358.0,477.0
358.25,488.0
358.5,489.0
358.75,518.0
359.0,567.0
359.25,580.0
359.5,544.0
359.75,595.0
360.0,658.0
360.25,591.0
360.5,547.0
360.75,544.0
361.0,509.0
361.25,507.0
361.5,458.0
361.75,443.0
362.0,382.0
362.25,418.0
362.5,400.0
362.75,378.0
363.0,371.0
363.25,342.0
363.5,325.0
363.75,347.0
364.0,339.0
364.25,309.0
364.5,320.0
364.75,262.0
365.0,284.0
365.25,277.0
365.5,269.0
365.75,256.0
366.0,272.0
366.25,251.0
366.5,211.0
366.75,234.0
367.0,192.0
367.25,203.0
367.5,193.0
367.75,203.0
368.0,180.0
368.25,157.0
368.5,182.0
368.75,173.0
369.0,161.0
369.25,185.0
369.5,139.0
369.75,168.0
370.0,152.0
370.25,151.0
370.5,164.0
370.75,138.0
371.0,161.0
371.25,166.0
371.5,131.0
371.75,167.0
372.0,138.0
372.25,150.0
372.5,172.0
372.75,165.0
373.0,165.0
373.25,154.0
373.5,149.0
373.75,139.0
374.0,127.0
374.25,135.0
374.5,158.0
374.75,155.0
375.0,166.0
375.25,156.0
375.5,184.0
375.75,159.0
376.0,172.0
376.25,204.0
376.5,176.0
376.75,176.0
377.0,187.0
377.25,207.0
377.5,220.0
377.75,238.0
378.0,251.0
378.25,254.0
378.5,259.0
378.75,239.0
379.0,251.0
379.25,257.0
379.5,277.0
379.75,266.0
380.0,304.0
380.25,306.0
380.5,320.0
380.75,334.0
381.0,324.0
381.25,313.0
381.5,356.0
381.75,362.0
382.0,366.0
382.25,391.0
382.5,397.0
382.75,414.0
383.0,417.0
383.25,441.0
383.5,468.0
383.75,467.0
384.0,444.0
384.25,461.0
384.5,453.0
384.75,396.0
385.0,398.0
385.25,336.0
385.5,368.0
385.75,347.0
386.0,354.0
386.25,335.0
386.5,359.0
386.75,315.0
387.0,312.0
387.25,305.0
387.5,281.0
387.75,279.0
388.0,241.0
388.25,248.0
388.5,250.0
388.75,269.0
389.0,230.0
389.25,213.0
389.5,235.0
389.75,224.0
390.0,192.0
390.25,229.0
390.5,201.0
390.75,177.0
391.0,169.0
391.25,154.0
391.5,167.0
391.75,151.0
392.0,164.0
392.25,164.0
392.5,153.0
392.75,175.0
393.0,148.0
393.25,137.0
393.5,130.0
393.75,153.0
394.0,131.0
394.25,154.0
394.5,129.0
394.75,141.0
395.0,144.0
395.25,133.0
395.5,133.0
395.75,141.0
396.0,157.0
396.25,140.0
396.5,152.0
396.75,146.0
397.0,137.0
397.25,135.0
397.5,145.0
397.75,136.0
398.0,126.0
398.25,139.0
398.5,139.0
398.75,132.0
399.0,149.0
399.25,154.0
399.5,154.0
399.75,163.0
400.0,165.0
400.25,161.0
400.5,169.0
400.75,196.0
401.0,172.0
401.25,213.0
401.5,186.0
401.75,215.0
402.0,230.0
402.25,233.0
402.5,215.0
402.75,245.0
403.0,261.0
403.25,282.0
403.5,286.0
403.75,273.0
404.0,285.0
404.25,270.0
404.5,275.0
404.75,311.0
405.0,257.0
405.25,306.0
405.5,320.0
405.75,325.0
406.0,315.0
406.25,345.0
406.5,366.0
406.75,389.0
407.0,407.0
407.25,407.0
407.5,392.0
407.75,446.0
408.0,430.0
408.25,411.0
408.5,390.0
408.75,407.0
409.0,384.0
409.25,371.0
409.5,336.0
409.75,313.0
410.0,309.0
410.25,332.0
410.5,280.0
410.75,252.0
411.0,273.0
411.25,290.0
411.5,250.0
411.75,274.0
412.0,230.0
412.25,239.0
412.5,240.0
412.75,244.0
413.0,227.0
413.25,212.0
413.5,228.0
413.75,176.0
414.0,197.0
414.25,171.0
414.5,183.0
414.75,183.0
415.0,147.0
415.25,173.0
415.5,181.0
415.75,157.0
416.0,146.0
416.25,144.0
416.5,141.0
