length,freq,adopt_freq,avg_commit_count,avg_adopt_commit_count,avg_commits_when_adopt,avg_commits_no_adopt
23.0,197,3,36.93908629441624,0.015228426395939087,30.333333333333332,37.04123711340206
140.5,3,2,172.66666666666666,4.333333333333333,192.5,133.0
141.5,1,1,225.0,2.0,225.0,None
142.5,1,0,270.0,0.0,None,270.0
143.5,2,1,265.0,2.0,365.0,165.0
144.0,1,1,571.0,13.0,571.0,None
24.5,237,3,53.10126582278481,0.012658227848101266,26.0,53.44871794871795
146.0,1,0,292.0,0.0,None,292.0
149.5,2,0,211.0,0.0,None,211.0
150.5,1,1,274.0,8.0,274.0,None
25.5,167,7,34.7185628742515,0.05389221556886228,42.42857142857143,34.38125
152.5,1,0,313.0,0.0,None,313.0
153.0,1,1,269.0,2.0,269.0,None
154.5,1,1,193.0,7.0,193.0,None
155.0,2,2,340.0,6.0,340.0,None
156.5,2,2,188.5,1.5,188.5,None
26.0,171,0,46.16959064327485,0.0,None,46.16959064327485
158.5,2,1,251.0,1.0,337.0,165.0
159.5,2,1,654.0,1.0,1067.0,241.0
160.0,1,1,312.0,1.0,312.0,None
27.5,141,4,62.645390070921984,0.0425531914893617,63.25,62.627737226277375
369.0,1,1,1651.0,2.0,1651.0,None
168.5,1,1,415.0,3.0,415.0,None
28.0,114,1,55.175438596491226,0.008771929824561403,10.0,55.575221238938056
173.5,1,0,272.0,0.0,None,272.0
174.0,1,1,321.0,1.0,321.0,None
175.0,2,1,131.5,1.0,202.0,61.0
176.5,1,0,404.0,0.0,None,404.0
177.0,2,1,256.5,0.5,320.0,193.0
178.5,1,0,179.0,0.0,None,179.0
179.0,2,0,570.5,0.0,None,570.5
74.0,1,1,29.0,1.0,29.0,None
1.5,38159,447,10.412930108231349,0.012054823239602715,12.838926174496644,10.384174798472635
183.5,1,1,527.0,2.0,527.0,None
184.5,2,1,488.0,1.0,252.0,724.0
185.0,2,1,417.0,1.0,399.0,435.0
186.5,1,0,251.0,0.0,None,251.0
31.0,126,2,70.46825396825396,0.015873015873015872,261.0,67.39516129032258
188.0,1,0,310.0,0.0,None,310.0
32.0,119,3,75.89915966386555,0.025210084033613446,55.666666666666664,76.42241379310344
198.0,1,1,345.0,24.0,345.0,None
33.5,93,4,52.043010752688176,0.053763440860215055,32.5,52.92134831460674
200.0,1,0,1865.0,0.0,None,1865.0
201.5,1,1,543.0,1.0,543.0,None
203.5,1,0,665.0,0.0,None,665.0
204.5,1,1,661.0,1.0,661.0,None
34.5,121,6,48.53719008264463,0.05785123966942149,54.333333333333336,48.23478260869565
206.5,1,1,274.0,2.0,274.0,None
207.0,1,1,395.0,2.0,395.0,None
208.0,1,1,340.0,1.0,340.0,None
210.0,1,1,582.0,4.0,582.0,None
35.0,100,3,65.7,0.03,82.0,65.19587628865979
1237.0,1,1,5300.0,42.0,5300.0,None
36.0,108,5,68.93518518518519,0.06481481481481481,68.6,68.95145631067962
218.0,1,1,615.0,19.0,615.0,None
221.5,1,0,293.0,0.0,None,293.0
37.0,104,8,79.5673076923077,0.08653846153846154,44.75,82.46875
224.5,1,1,284.0,2.0,284.0,None
225.5,1,1,1948.0,3.0,1948.0,None
226.0,2,2,339.5,8.0,339.5,None
227.0,1,0,624.0,0.0,None,624.0
38.5,75,5,93.41333333333333,0.08,43.6,96.97142857142858
230.0,1,1,489.0,4.0,489.0,None
232.5,1,1,630.0,6.0,630.0,None
233.5,1,1,532.0,3.0,532.0,None
39.5,39,1,72.12820512820512,0.05128205128205128,72.0,72.13157894736842
236.0,1,1,559.0,6.0,559.0,None
210.5,1,0,418.0,0.0,None,418.0
40.5,34,5,56.5,0.23529411764705882,66.4,54.793103448275865
211.5,1,1,412.0,1.0,412.0,None
244.0,1,0,320.0,0.0,None,320.0
245.0,2,2,646.0,4.0,646.0,None
246.0,1,1,368.0,1.0,368.0,None
41.5,22,1,147.1818181818182,0.22727272727272727,86.0,150.0952380952381
249.5,1,0,297.0,0.0,None,297.0
251.5,2,0,499.0,0.0,None,499.0
252.5,1,0,405.0,0.0,None,405.0
42.0,17,0,97.0,0.0,None,97.0
254.0,1,1,443.0,8.0,443.0,None
213.0,1,1,333.0,23.0,333.0,None
256.5,2,1,562.5,0.5,337.0,788.0
258.5,1,1,508.0,5.0,508.0,None
43.0,19,2,82.84210526315789,0.10526315789473684,85.5,82.52941176470588
145.0,1,0,332.0,0.0,None,332.0
44.5,17,0,212.76470588235293,0.0,None,212.76470588235293
45.5,12,2,70.33333333333333,0.25,61.5,72.1
43.5,22,1,55.81818181818182,0.045454545454545456,98.0,53.80952380952381
275.5,1,1,961.0,2.0,961.0,None
276.5,1,1,2117.0,13.0,2117.0,None
46.5,16,4,56.375,0.3125,50.5,58.333333333333336
278.5,2,2,399.0,6.5,399.0,None
217.5,1,0,78.0,0.0,None,78.0
280.5,2,1,735.5,0.5,971.0,500.0
281.0,1,1,375.0,5.0,375.0,None
47.5,16,0,159.1875,0.0,None,159.1875
48.5,8,2,50.0,0.25,47.0,51.0
291.0,1,0,739.0,0.0,None,739.0
49.5,14,1,125.64285714285714,0.07142857142857142,104.0,127.3076923076923
50.5,6,0,110.83333333333333,0.0,None,110.83333333333333
303.5,1,1,752.0,2.0,752.0,None
305.5,1,1,761.0,1.0,761.0,None
109.0,1,1,93.0,1.0,93.0,None
51.0,18,3,40.0,0.16666666666666666,34.666666666666664,41.06666666666667
311.0,1,1,1681.0,1.0,1681.0,None
52.5,6,1,52.5,0.3333333333333333,72.0,48.6
223.0,1,1,367.0,7.0,367.0,None
36.5,91,6,69.20879120879121,0.0989010989010989,37.166666666666664,71.47058823529412
317.0,1,1,1423.0,2.0,1423.0,None
318.0,1,1,663.0,2.0,663.0,None
53.0,9,0,123.11111111111111,0.0,None,123.11111111111111
181.0,3,1,606.0,0.3333333333333333,849.0,484.5
323.0,1,1,614.0,1.0,614.0,None
54.5,11,2,156.45454545454547,0.36363636363636365,110.5,166.66666666666666
326.5,1,1,913.0,1.0,913.0,None
113.5,3,2,102.66666666666667,1.0,82.5,143.0
79.0,5,1,207.6,0.4,136.0,225.5
55.5,9,2,62.333333333333336,0.3333333333333333,68.5,60.57142857142857
332.0,1,1,517.0,1.0,517.0,None
56.0,8,0,56.125,0.0,None,56.125
339.0,1,0,935.0,0.0,None,935.0
57.5,21,3,153.1904761904762,0.14285714285714285,128.33333333333334,157.33333333333334
346.0,1,1,1194.0,1.0,1194.0,None
347.5,1,1,728.0,1.0,728.0,None
58.0,22,2,98.81818181818181,0.09090909090909091,116.0,97.1
229.5,3,1,482.0,0.6666666666666666,697.0,374.5
59.0,8,1,161.0,0.125,140.0,164.0
358.0,1,1,723.0,17.0,723.0,None
60.5,15,1,85.93333333333334,0.2,211.0,77.0
363.5,1,1,594.0,8.0,594.0,None
61.0,15,0,170.06666666666666,0.0,None,170.06666666666666
232.0,2,0,362.5,0.0,None,362.5
372.0,1,1,757.0,2.0,757.0,None
62.5,11,2,115.45454545454545,0.18181818181818182,65.0,126.66666666666667
374.0,1,1,586.0,8.0,586.0,None
376.0,1,1,1412.0,8.0,1412.0,None
377.5,1,1,1471.0,5.0,1471.0,None
217.0,1,1,601.0,6.0,601.0,None
63.5,10,1,183.5,0.3,34.0,200.11111111111111
64.5,7,1,201.14285714285714,1.0,34.0,229.0
115.0,1,1,205.0,1.0,205.0,None
81.0,3,0,210.0,0.0,None,210.0
65.0,5,0,92.8,0.0,None,92.8
392.5,1,0,750.0,0.0,None,750.0
229.0,1,1,242.0,2.0,242.0,None
66.0,2,0,169.5,0.0,None,169.5
67.5,3,1,83.33333333333333,0.3333333333333333,134.0,58.0
68.5,2,0,283.0,0.0,None,283.0
69.0,1,0,79.0,0.0,None,79.0
70.0,2,0,82.5,0.0,None,82.5
71.5,3,0,143.33333333333334,0.0,None,143.33333333333334
72.0,3,1,216.0,0.3333333333333333,70.0,289.0
435.5,1,0,381.0,0.0,None,381.0
437.0,1,1,812.0,2.0,812.0,None
73.5,1,0,25.0,0.0,None,25.0
440.5,1,1,2429.0,29.0,2429.0,None
185.5,1,0,356.0,0.0,None,356.0
445.0,1,1,2212.0,12.0,2212.0,None
75.0,2,1,63.0,0.5,91.0,35.0
49.0,18,2,113.11111111111111,0.2222222222222222,93.0,115.625
76.5,2,0,110.5,0.0,None,110.5
77.5,3,1,259.0,1.3333333333333333,220.0,278.5
78.0,3,0,132.0,0.0,None,132.0
79.5,1,1,97.0,1.0,97.0,None
80.5,4,3,59.25,0.75,66.0,39.0
487.5,1,1,1289.0,6.0,1289.0,None
1091.0,1,1,3006.0,6.0,3006.0,None
82.0,4,3,86.25,1.0,79.0,108.0
253.0,1,0,583.0,0.0,None,583.0
221.0,1,0,247.0,0.0,None,247.0
83.0,4,1,135.0,0.25,52.0,162.66666666666666
84.0,6,0,217.66666666666666,0.0,None,217.66666666666666
351.5,1,1,769.0,6.0,769.0,None
276.0,1,1,442.0,1.0,442.0,None
85.0,2,0,107.5,0.0,None,107.5
85.5,6,0,107.66666666666667,0.0,None,107.66666666666667
86.0,8,5,141.0,1.0,156.6,115.0
87.5,1,0,261.0,0.0,None,261.0
88.0,3,1,69.66666666666667,0.6666666666666666,34.0,87.5
90.5,1,0,222.0,0.0,None,222.0
91.0,1,0,96.0,0.0,None,96.0
549.0,1,1,2153.0,5.0,2153.0,None
92.0,3,0,116.33333333333333,0.0,None,116.33333333333333
93.0,3,0,173.33333333333334,0.0,None,173.33333333333334
94.5,1,0,89.0,0.0,None,89.0
19.5,259,6,32.95752895752896,0.023166023166023165,47.666666666666664,32.608695652173914
96.5,2,0,138.5,0.0,None,138.5
181.5,3,2,374.6666666666667,2.3333333333333335,431.5,261.0
98.5,1,1,191.0,2.0,191.0,None
594.5,1,1,1648.0,18.0,1648.0,None
99.0,1,0,121.0,0.0,None,121.0
100.0,2,0,227.0,0.0,None,227.0
102.5,2,0,88.0,0.0,None,88.0
273.5,1,0,256.0,0.0,None,256.0
103.0,3,2,157.66666666666666,1.6666666666666667,192.5,88.0
157.0,1,1,126.0,1.0,126.0,None
104.5,3,2,122.33333333333333,1.3333333333333333,85.0,197.0
105.5,1,1,155.0,3.0,155.0,None
55.0,10,1,56.3,0.1,26.0,59.666666666666664
635.5,1,1,1726.0,6.0,1726.0,None
106.5,2,0,208.5,0.0,None,208.5
107.0,3,0,128.33333333333334,0.0,None,128.33333333333334
108.0,3,2,222.0,5.333333333333333,314.5,37.0
109.5,2,2,194.5,1.5,194.5,None
110.5,1,0,122.0,0.0,None,122.0
666.5,1,1,1827.0,4.0,1827.0,None
112.5,2,2,167.0,1.5,167.0,None
1649.5,1,1,9351.0,53.0,9351.0,None
103.5,1,1,136.0,3.0,136.0,None
688.0,1,1,1426.0,7.0,1426.0,None
115.5,3,1,155.66666666666666,0.3333333333333333,125.0,171.0
116.0,2,2,153.5,1.0,153.5,None
119.0,1,0,81.0,0.0,None,81.0
120.5,4,1,198.5,0.25,149.0,215.0
331.0,1,0,960.0,0.0,None,960.0
635.0,1,1,2022.0,1.0,2022.0,None
1148.5,1,1,4080.0,2.0,4080.0,None
93.5,1,0,216.0,0.0,None,216.0
73.0,3,2,92.33333333333333,2.0,105.5,66.0
127.5,1,0,106.0,0.0,None,106.0
128.0,1,0,254.0,0.0,None,254.0
129.5,2,0,241.5,0.0,None,241.5
346.5,1,1,686.0,1.0,686.0,None
131.0,1,1,161.0,2.0,161.0,None
133.5,5,1,227.4,1.0,293.0,211.0
134.0,1,0,269.0,0.0,None,269.0
806.0,1,0,1917.0,0.0,None,1917.0
135.0,2,1,133.5,1.0,119.0,148.0
61.5,18,3,86.88888888888889,0.2777777777777778,78.33333333333333,88.6
136.0,1,1,241.0,2.0,241.0,None
307.0,1,0,746.0,0.0,None,746.0
139.0,1,0,371.0,0.0,None,371.0
130.5,1,0,75.0,0.0,None,75.0
143.0,1,0,31.0,0.0,None,31.0
144.5,1,0,289.0,0.0,None,289.0
145.5,1,1,325.0,1.0,325.0,None
29.0,131,7,58.12977099236641,0.06870229007633588,49.857142857142854,58.596774193548384
149.0,1,0,195.0,0.0,None,195.0
224.0,1,0,495.0,0.0,None,495.0
30.0,116,2,67.82758620689656,0.02586206896551724,32.5,68.44736842105263
151.0,1,1,299.0,4.0,299.0,None
167.0,1,0,273.0,0.0,None,273.0
133.0,1,0,256.0,0.0,None,256.0
155.5,2,1,341.5,0.5,213.0,470.0
31.5,124,4,52.37096774193548,0.06451612903225806,48.5,52.5
156.0,1,0,497.0,0.0,None,497.0
157.5,1,1,375.0,2.0,375.0,None
1987.5,1,1,8492.0,72.0,8492.0,None
66.5,5,1,76.6,0.4,70.0,78.25
974.0,1,1,2449.0,63.0,2449.0,None
67.0,5,3,74.2,0.6,99.66666666666667,36.0
998.5,1,1,1843.0,9.0,1843.0,None
306.0,1,1,451.0,6.0,451.0,None
177.5,1,0,360.0,0.0,None,360.0
168.0,1,1,199.0,4.0,199.0,None
169.0,1,0,209.0,0.0,None,209.0
