user id,number of times user adopted from,number of incoming adoption edges (lib-source pairs)
19648,97,107
19649,2768,1534
19650,334,514
19653,140,479
19669,144,31
19688,681,157
19691,1551,821
19695,963,325
19698,293,242
19703,120,295
19705,516,474
19711,183,336
19719,44,127
19720,40,134
19722,173,260
19723,142,522
19724,3415,717
19726,726,644
19727,174,503
19736,5122,744
19737,1522,6
19739,171,369
19740,24,158
19766,4008,255
19779,7,245
19782,0,110
19787,104,35
19788,27,299
19789,53,162
19790,16,155
19795,24,415
19796,113,0
19799,26,114
19800,30,544
19803,841,553
19804,1064,134
19805,37,137
19823,84,225
19829,653,461
19835,216,0
19843,237,3618
19844,30,136
19845,79,135
19852,336,886
19861,38,123
19869,34,294
19871,149,2
19874,2,123
19881,29,122
19884,33,148
19898,2,316
19902,39,178
19932,29,137
19933,30,133
19936,147,215
19940,63,294
19960,2207,117
19967,181,216
19975,26,324
19976,29,132
19980,78,154
19982,162,379
19983,529,771
20004,30,267
20022,188,28
20037,113,320
20039,18,114
20049,24,147
20056,105,74
20080,0,353
20098,188,103
20116,66,151
20142,109,552
20148,134,28
20163,244,255
20205,678,780
20206,64,202
20210,0,132
20211,150,54
20215,35,110
20230,34,143
20234,107,0
20235,136,410
20249,16,114
20252,147,330
20303,180,305
20304,166,356
20309,101,57
20363,156,0
20365,90,409
20366,106,458
20386,126,191
20389,0,323
20413,264,54
20421,40,283
20429,0,105
20432,81,174
20441,21,178
20454,21,144
20459,30,340
20465,201,0
20478,81,446
20480,20,441
20500,0,115
20506,829,172
20535,113,190
20559,30,352
20599,8,186
20617,38,425
20619,2735,0
20620,66,115
20627,123,0
20645,87,365
20650,4,278
20657,153,0
20667,0,131
20669,126,6
20678,146,244
20699,114,165
20700,100,32
20701,148,139
20714,28,495
20727,271,56
20767,63,156
20772,5,108
20790,0,247
20794,0,307
20809,0,181
20816,0,142
20839,37,256
20846,139,46
20850,34,321
20874,126,83
20883,0,132
20890,0,128
20919,0,118
20923,21,230
20956,90,664
20960,1,105
20976,0,195
20979,16,118
20987,0,146
21007,1,270
21013,0,103
21019,0,149
21038,54,209
21049,191,355
21057,184,125
21068,113,25
21072,105,39
21103,233,24
21120,19,190
21131,0,109
21150,12,257
21214,96,121
21220,504,206
21230,238,157
21233,0,217
21239,50,169
21247,341,188
21277,69,115
21307,0,167
21310,12,156
21318,153,80
21325,1,122
21332,9,169
21346,0,253
21358,17,177
21379,19,214
21388,89,261
21398,123,0
21415,10,170
21424,111,13
21429,0,121
21433,310,135
21447,117,2298
21455,0,208
21470,24,152
21479,11,106
21504,103,226
21525,2,210
21528,3,155
21534,19,179
21535,43,154
21537,0,188
21569,103,148
21572,0,134
21575,3,132
21599,0,105
21674,0,214
21697,222,171
21705,730,772
21726,891,394
21734,74,170
21743,46,2520
21750,5,230
21769,2,119
21777,0,135
21804,110,0
21815,0,347
21821,5241,2703
21853,2,119
21854,70,228
21861,0,150
21865,0,153
21883,0,113
21889,27,269
21895,0,175
21907,230,152
21916,1,131
21934,27,138
21951,1,122
21964,0,106
21965,105,1
21999,23,634
22000,14474,90
22006,141,0
22035,8,212
22043,189,102
22050,0,123
22104,4,229
22120,1,140
22157,111,142
22161,117,40
22167,0,121
22183,231,51
22187,113,0
22188,18,126
22191,13972,829
22192,324,470
22193,124,135
22196,4,233
22200,17,147
22202,0,110
22219,0,302
22235,0,206
22248,132,12
22282,202,120
22283,40,111
22331,0,282
22333,105,12
22341,110,316
22343,3,101
22354,0,149
22366,24,232
22388,15,135
22392,13,185
22399,9,150
22404,251,82
22422,100,109
22423,405,270
22427,10,129
22444,260,521
22448,0,144
22449,0,112
22453,1,116
22457,116,22
22463,8,171
22495,0,160
22526,341,243
22527,262,118
22538,6,204
22574,0,130
22582,2,195
22589,0,162
22590,215,397
22625,0,199
22632,119,63
22657,150,240
22660,153,17
22668,10,106
22671,115,95
22673,15,108
22685,4,133
22689,12,127
22709,318,246
22713,4,161
22717,0,109
22730,6,124
22776,110,63
22779,8,128
22805,0,215
22807,0,169
22839,50,132
22851,0,183
22862,2,123
22927,526,263
22935,663,276
22940,77,258
22946,164,64
22951,3,106
22987,69,200
23003,5748,160
23008,98,163
23022,13,114
23024,978,847
23025,125,29
23031,35,106
23064,308,410
23070,215,62
23080,853,0
23085,1645,284
23090,0,178
23093,20,112
23153,356,927
23190,165,83
23230,134,88
23231,751,133
23258,2301,508
23262,125,126
23286,28,102
23288,369,244
23289,330,1105
23318,230,11
23319,362,507
23333,103,26
23337,226,238
23355,692,353
23356,174,170
23357,1774,1596
23388,275,334
23389,78,143
23393,82,169
23429,235,87
23479,73,352
23485,130,27
23514,25,277
23548,0,115
23581,124,78
23590,2,233
23631,180,126
23635,688,1458
23636,7341,2837
23637,234,13
23643,757,278
23646,430,1015
23651,89,161
23658,197,145
23659,424,460
23661,274,108
23662,221,113
23664,401,56
23704,5,134
23729,27,163
23737,102,18
23765,30,103
23808,52,106
23839,6,165
23870,104,139
23883,28,162
23889,84,172
23895,679,64
23899,7,232
23904,189,44
23917,4319,621
23970,54,243
23977,280,429
23980,904,540
23986,1,186
24003,110,216
24005,71,241
24045,113,20
24064,113,90
24146,184,209
24164,373,78
24178,2853,2386
24198,2292,9945
24265,157,415
24367,128,171
24369,660,506
24378,31,371
24389,824,856
24401,88,156
24404,0,140
24439,4,160
24457,109,6
24488,14,176
24620,260,105
24636,417,714
24838,95,186
24840,934,300
24866,152,88
24873,413,65
24879,24,107
24891,61,150
24901,175,44
24925,409,436
24926,2,131
24937,14,101
25113,2007,8
25153,5,162
25155,633,614
25183,236,60
25267,33,139
25276,76,101
25314,351,124
25315,168,30
25320,10,468
25368,87,118
25400,39,143
25403,10,109
25406,103,253
25430,44,139
25441,8,122
25457,2,112
25459,106,106
25468,60,122
25470,77,132
25484,122,192
25490,20,128
25493,0,162
25498,8,107
25499,136,169
25519,36,192
25520,0,144
25523,82,154
25525,2,211
25531,36,1104
25535,356,407
25544,297,726
25560,241,332
25561,1332,1616
25563,394,282
25567,170,52
25595,194,87
25622,2256,1754
25623,17,953
25624,157,55
25640,124,13
25651,199,121
25652,935,491
25697,184,67
25700,647,2077
25703,151,164
25704,3,127
25723,180,13
25790,97,166
25864,43,123
25902,960,97
25903,0,418
25939,308,298
25948,6,104
25953,330,163
25957,467,5
25966,177,5
25969,178,9
26021,1942,154
26048,0,139
26099,95,132
26108,177,80
26116,2996,629
26117,2080,470
26169,113,0
26190,938,6428
26191,1861,4137
26198,133,136
26207,432,818
26219,6,184
26299,99,156
26326,126,23
26336,106,31
26364,4,152
26421,1120,119
26432,85,438
26433,30,186
26512,75,118
26537,38,137
26561,6003,2025
26581,161,31
26604,372,56
26728,148,98
26735,0,115
26736,161,99
26755,110,63
26777,421,336
26778,3047,2463
26779,1087,892
26804,124,217
26826,374,12
26832,198,205
26919,3,103
26939,72,123
26957,146,70
27010,131,223
27040,136,93
27070,166,30
27090,392,218
27218,1733,153
27275,2487,888
27282,2024,6045
27284,351,75
27291,6717,7785
27292,1341,252
27294,0,139
27295,7262,5951
27296,1422,0
27298,822,0
27299,822,0
27300,1350,511
27301,27,138
27302,77,212
27303,38,736
27307,108,65
27308,573,96
27310,0,227
27312,3457,294
27317,229,315
27319,54,469
27326,1251,7019
27327,617,0
27328,796,243
27329,623,0
27330,693,0
27333,155,0
27337,5242,1745
27340,104,0
27342,169,0
27343,169,0
27345,44,385
27346,347,0
27347,985,1
27349,1249,764
27350,2470,386
27351,1122,0
27352,1110,1537
27353,500,0
27356,2617,0
27360,9,434
27361,110,13813
27362,67,221
27364,1290,0
27367,1183,149
27368,1058,402
27371,580,346
27373,1396,50
27374,372,258
27375,158,0
27376,98,317
27377,102,3447
27378,1889,18
27379,780,0
27380,780,0
27385,929,5669
27387,173,0
27388,264,105
27389,1101,0
27390,1104,0
27391,1102,0
27392,3996,287
27394,168,1089
27395,822,286
27396,1810,1516
27397,1117,114
27399,726,64
27400,335,54
27401,705,73
27402,731,0
27403,803,0
27404,741,990
27405,831,0
27406,819,0
27407,110,0
27408,803,0
27410,110,0
27411,105,305
27412,0,159
27413,291,0
27414,291,168
27415,2,520
27417,0,180
27418,320,0
27419,132,0
27420,120,0
27421,137,274
27422,201,241
27423,580,919
27424,361,589
27425,137,57
27427,165,0
27428,165,0
27431,76,108
27433,148,194
27434,657,0
27435,221,0
27436,86,374
27437,85,267
27438,87,7840
27439,834,0
27440,3144,0
27441,1560,0
27442,1583,4374
27443,2995,74
27444,2307,0
27445,1530,0
27446,1541,12
27447,792,0
27451,60,523
27459,2474,4619
27460,107,0
27462,46,144
27465,183,251
27467,28313,1532
27480,30,106
27482,297,8
27484,72,407
27486,782,0
27489,843,152
27491,687,0
27492,712,83
27495,819,486
27497,0,110
27499,588,0
27500,7976,20755
27505,911,950
27506,65,1434
27507,782,0
27511,34,420
27520,0,885
27521,690,20
27522,201,51
27525,8,405
27527,55,209
27530,81,2665
27531,0,370
27538,528,0
27539,528,0
27540,618,130
27541,7890,10899
27543,612,0
27545,364,0
27549,5,461
27552,0,371
27560,306,378
27561,1701,937
27562,1356,2010
27564,0,163
27607,33,220
27723,178,271
27726,112,84
27727,199,157
27742,9,327
27743,4008,576
27744,24,239
27753,0,173
27755,120,13
27757,260,128
27758,66,109
27762,190,183
27764,303,608
27777,19,107
27782,132,186
27784,117,200
27802,101,0
27824,164,50
27894,6445,11010
27938,149,283
27958,136,133
27959,398,96
27983,305,67
27992,2,110
28023,534,235
28059,223,225
28069,0,104
28079,83,208
28093,59,238
28094,32,261
28100,421,757
28101,673,518
28102,1092,405
28104,305,123
28105,244,268
28134,15,142
28146,287,101
28156,137,57
28161,1934,717
28162,820,203
28255,153,83
28279,28,143
28282,90,915
28325,9379,4223
28350,111,42
28386,109,200
28390,227,13
28442,1168,993
28443,695,476
28516,32,246
28527,14,137
28549,43,113
28662,38,1448
28693,17,240
28708,75,123
28722,23,108
28723,47,473
28740,714,454
28757,141,45
28833,0,216
28836,105,0
28855,733,916
28856,630,471
28910,136,191
28950,61,123
28960,28,2260
28981,7,552
29001,108,71
29057,648,1841
29063,30,127
29064,385,1256
29067,162,218
29070,228,11
29088,0,131
29108,2053,13691
29118,1251,26
29127,431,101
29128,151,55
29160,115,29
29175,273,5895
29199,46,122
29228,0,116
29244,27,363
29248,478,419
29263,57,104
29264,26,139
29281,0,926
29293,762,17
29320,186,580
29353,108,36
29393,1311,279
29416,15631,4370
29429,55,165
29431,212,81
29439,139,189
29492,13,295
29585,9,203
29594,0,2009
29617,450,233
29636,732,2158
29641,436,1479
29646,217,138
29662,1902,1833
29678,28132,8714
29679,12,184
29695,210,158
29701,66931,6265
29703,1344,982
29706,48,218
29730,130,229
29731,425,1054
29736,508,61
29746,26,327
29760,321,229
29761,2240,1400
29767,9364,3916
29768,1463,734
29769,135,94
29778,66,166
29779,11,349
29781,1600,1188
29803,56,227
29859,78,130
29969,8,1706
29986,11,643
30037,423,113
30043,961,351
30046,154,72
30047,1418,326
30050,57,100
30074,1915,559
30075,177,447
30083,173,326
30084,321,32
30086,695,665
30111,751,478
30112,1173,2975
30119,247,1404
30120,22,174
30126,0,325
30167,136,505
30206,24,160
30217,184,164
30220,1514,106
30281,257,236
30300,24,138
30405,102,36
30456,5,192
30465,181,66
30484,20,728
30493,117,181
30495,46,104
30499,48,104
30528,1144,243
30531,162,164
30540,4,331
30561,119,65
30584,3,244
30587,41,191
30591,6,106
30610,272,57
30656,73,1423
30666,39,153
30681,2133,1194
30684,2674,508
30693,506,177
30694,294,396
30695,212,426
30696,189,0
30697,149,346
30705,162,63
30718,925,909
30742,181,85
30745,110,15
30746,15,110
30748,279,233
30763,69,468
30821,811,609
30846,84,291
30847,112,352
30864,360,186
30865,56,154
30936,152,6
30992,70,113
30994,347,172
31008,28,110
31022,1081,296
31023,250,326
31025,129,104
31035,459,26
31059,196,144
31060,182,464
31064,76,121
31091,6611,12
31098,2070,281
31123,108,348
31125,244,708
31131,105,39
31145,757,470
31162,0,104
31174,254,139
31175,2349,1114
31178,104,904
31179,8,354
31200,139,207
31205,0,159
31210,1132,887
31234,452,706
31269,170,92
31271,827,662
31344,18,176
31377,100,40
31401,629,609
31434,122,662
31435,101,131
31448,181,86
31449,286,181
31450,145,73
31452,893,173
31464,39,143
31467,592,58
31468,29,109
31474,53,125
31477,532,123
31482,325,153
31491,47,100
31527,51,163
31540,28,162
31554,684,1727
31577,157,43
31610,1517,248
31644,3,100
31662,2403,1621
31677,162,53
31698,91,176
31713,263,273
31738,231,74
31751,148,75
31752,75,121
31762,149,125
31770,8,215
31801,0,761
31892,132,164
31936,154,171
31956,232,55
31957,116,16
32025,49,1088
32028,1563,161
32029,0,160
32039,42,150
32057,4,126
32262,213,308
32265,568,433
32266,1186,512
32267,882,326
32268,196,437
32270,1207,112
32273,629,704
32275,426,689
32277,128,56
32279,65,314
32284,715,441
32288,297,386
32289,372,233
32290,385,276
32291,230,499
32292,736,374
32293,374,1496
32294,1194,463
32295,1952,303
32296,292,451
32298,91,113
32299,8,134
32300,218,272
32303,70,245
32305,727,93
32308,319,206
32309,118,184
32311,50,175
32321,10,109
32326,129,303
32329,143,280
32341,17,158
32345,504,196
32347,31,243
32350,46,233
32354,467,307
32355,7,214
32361,221,370
32365,93,525
32366,103,686
32368,72,148
32369,902,99
32371,156,312
32372,14,100
32373,66,261
32375,54,189
32381,176,137
32382,972,614
32383,74,209
32384,214,129
32385,39,116
32392,527,276
32397,0,126
32398,219,206
32400,1059,385
32406,14,141
32411,53,347
32412,513,212
32421,93,249
32422,78,274
32426,0,217
32428,45,115
32433,75,289
32436,154,187
32438,139,307
32452,117,65
32464,176,133
32465,13,127
32467,412,186
32487,370,272
32490,32,275
32493,125,102
32498,89,126
32506,252,82
32512,517,280
32521,40,185
32522,36,370
32523,78,321
32531,197,0
32543,20,174
32545,128,131
32548,28,112
32606,8,107
32630,136,157
32685,582,131
32686,195,179
32757,258,155
32785,107,81
32796,998,0
32803,188,161
32818,222,54
32825,112,41
32834,117,116
32836,124,90
32849,1,3797
32852,18,132
32853,167,107
32856,36,278
32861,136,29
32862,91,111
32870,38687,8240
32883,89,151
32974,169,34
32980,141,121
33036,48,144
33050,47505,10333
33058,757,2904
33059,597,1245
33090,180,24
33129,32,238
33162,418,115
33189,753,430
33198,1544,498
33252,247,131
33311,12,160
33348,108,69
33426,139,116
33440,320,39
33442,49,125
33454,45,101
33649,57,114
33650,111,494
33654,141,114
33659,3,1447
33665,78,128
33710,0,109
33741,109,146
33753,94,118
33769,44,110
33861,179,153
33900,51,154
33901,0,107
33902,110,16
33903,189,250
33978,49,224
33980,26,116
33981,135,33
33993,3,120
33995,117,70
34010,21,115
34084,526,759
34117,370,96
34182,167,43
34232,72,111
34279,384,178
34288,78,174
34337,22,143
34375,161,4
34436,147,93
34464,264,73
34475,389,125
34485,212,275
34555,35,143
34556,56,126
34615,359,211
34680,88,129
34681,429,482
34721,17,179
34728,139,141
34756,21,130
34774,0,185
34783,7,160
34785,16,232
34841,145,166
34934,15,167
34939,8,189
34992,100,54
35000,0,116
35001,38,125
35030,20,115
35060,47,266
35065,106,48
35067,120,159
35072,6,120
35078,4,135
35104,107,9
35106,100,19
35109,193,68
35114,373,6
35115,116,333
35116,115,193
35119,24,127
35128,238,11
35203,2108,559
35204,6549,6769
35208,183,101
35227,25,120
35290,312,32
35295,690,17
35346,2091,6542
35347,1622,4328
35376,18,198
35393,60,178
35429,135,21
35542,192,44
35557,571,402
35561,6,112
35569,3076,1786
35571,16390,13085
35610,450,339
35620,22,141
35751,108,29
35762,180,209
35775,114,2
35808,54,122
35888,80,266
35893,10,100
35913,1332,712
35914,54,160
35925,21,123
35930,118,44
35931,81,600
35932,1401,4723
35936,21875,10767
35937,81,351
35938,44220,9424
35939,18745,12698
35940,6708,7403
35941,6881,10158
35943,7883,7244
35946,10747,9633
35949,43759,8764
35952,8,281
35953,896,4814
35960,3544,1736
35962,21247,13308
35964,2239,5801
35969,111415,5006
35970,2180,8632
35971,1458,11962
35978,1,107
35982,19,617
35983,4521,15509
35990,16042,8725
35997,22639,10464
35999,499,10074
36009,1767,8553
36037,2061,8870
36039,29,263
36040,1841,2050
36043,4648,932
36046,2130,10531
36051,500,6302
36056,51,1551
36060,2437,9300
36064,49,590
36067,365,9241
36068,162,0
36070,2381,9236
36072,273,2813
36073,226,8443
36075,1370,4328
36076,1013,4489
36077,4096,1819
36078,4260,7686
36085,49,105
36086,838,1557
36102,24,4862
36104,1470,8667
36106,16,119
36107,1218,0
36108,1023,1589
36109,1161,8917
36110,651,7514
36111,8654,12175
36115,850,7924
36119,3716,6553
36120,2300,0
36121,1236,6059
36123,2604,9123
36126,1466,15819
36128,0,171
36129,1482,0
36133,517,0
36134,496,4060
36152,604,15322
36153,2476,6896
36154,19,9192
36156,228,7386
36158,3284,2537
36161,368,446
36162,503,0
36167,449,9655
36170,141,8502
36172,630,5043
36177,272,2526
36178,1342,9470
36181,0,157
36182,1657,99
36184,11,838
36189,0,171
36192,328,2603
36193,918,3740
36194,109,9075
36195,391,4172
36198,1357,78
36203,491,1270
36204,336,9335
36212,0,131
36217,0,127
36222,0,151
36231,2170,0
36233,164,0
36234,447,4506
36238,916,2393
36239,1978,7851
36242,0,531
36245,60,140
36247,251,6364
36248,0,328
36253,960,5035
36255,454,0
36257,4683,11899
36258,21,1882
36259,0,154
36262,216,0
36263,208,2991
36266,0,140
36273,850,2715
36274,3706,3232
36277,949,9349
36278,3149,3448
36284,0,1026
36285,120,365
36298,48,308
36299,0,127
36300,192,1905
36302,364,6
36305,1602,0
36308,730,0
36309,19253,856
36313,118,0
36314,234,66
36316,833,27
36318,353,3734
36320,240,676
36323,378,4159
36324,683,2258
36327,0,341
36337,5604,5111
36343,363,0
36346,20,126
36347,2622,2364
36353,678,0
36362,570,9
36366,127,211
36370,290,3027
36372,2448,1729
36373,24,320
36375,520,0
36377,109,0
36379,228,0
36383,254,0
36384,506,44
36386,29,725
36397,20,3340
36398,1914,650
36400,535,22
36401,29581,583
36402,1932,5489
36403,564,3930
36405,710,0
36407,722,0
36410,62,5583
36411,227,3311
36412,284,5472
36416,532,2512
36418,788,3029
36420,1144,4557
36422,368,3351
36423,494,0
36428,3,128
36431,446,168
36440,69,2014
36442,0,162
36445,252,2112
36451,154,1495
36499,330,96
36501,6626,480
36514,415,280
36516,606,1066
36518,1252,1020
36520,150,117
36556,72,202
36558,472,204
36560,193,138
36565,16,222
36587,32,158
36592,18,108
36597,110,99
36603,198,55
36613,28,139
36660,435,182
36661,83,331
36662,366,311
36663,209,129
36675,301,231
36678,84,119
36689,229,122
36714,183,133
36715,217,81
36765,124,346
36877,1445,8
36883,42,238
36927,1182,1002
36929,380,235
36944,0,109
36985,556,984
37000,58,161
37049,232,35
37080,134,250
37092,195,175
37122,97,102
37285,440,689
37332,11,128
37359,1047,515
37363,128,75
37371,100,57
37374,30,200
37386,41,107
37389,31,119
37393,235,284
37398,247,130
37399,133,233
37403,136,36
37405,487,1968
37412,59,103
37437,827,1222
37439,2985,6594
37480,4287,364
37517,300,0
37520,0,138
37533,408,435
37536,272,36
37542,7,480
37543,0,249
37749,107,32
37825,74,114
37829,2,109
37832,103,76
37878,124,5
37933,0,157
37948,222,370
37953,54,139
37954,90,123
37957,101,84
37962,108,78
37992,70,343
38020,210,2482
38031,44,308
38041,11,104
38070,14610,10029
38078,8833,9682
38096,201,529
38106,2,164
38108,170,3
38126,120,165
38133,27,134
38137,72,150
38153,270,104
38175,0,298
38200,1931,6437
38204,188,325
38225,255,30
38256,2529,1098
38262,120,42
38323,470,6
38334,1274,1227
38335,463,253
38336,1743,1325
38363,102,192
38389,19,127
38395,61,123
38417,1001,230
38419,1028,236
38458,275,264
38460,134,65
38469,161,142
38503,111,13
38504,56,146
38523,19,139
38533,138,69
38534,284,269
38537,306,176
38547,197,378
38551,662,212
38559,14,143
38583,348,52
38590,155,168
38592,12,269
38614,16,152
38619,21,241
38622,0,152
38626,117,197
38641,181,116
38672,3,337
38786,2024,554
38808,0,208
38811,164,84
38822,0,135
38824,24,120
38829,140,29
38847,32,150
38854,183,0
38857,0,139
38866,12,205
38867,89,195
38880,152,13
38886,1513,108
38890,119,32
38915,756,1003
38921,297,40
38930,1120,370
38941,0,183
38967,109,0
38969,72,267
38999,113,1
39003,0,511
39005,190,146
39044,187,126
39048,0,102
39064,2,130
39067,20,141
39073,28,149
39119,0,114
39120,2,148
39123,177,90
39131,3148,1839
39179,0,102
39186,0,142
39195,1,108
39198,21,236
39199,10,104
39200,4,409
39201,6,133
39207,3,112
39214,27,109
39224,120,27
39228,18,170
39239,0,137
39242,72,109
39248,0,117
39256,139,225
39258,28,158
39264,477,303
39284,2693,2068
39288,0,161
39291,0,133
39292,57,185
39314,33,163
39318,72,186
39319,0,120
39321,888,494
39322,0,173
39386,21,166
39387,72,348
39545,158,235
39550,432,77
39572,0,653
39695,293,17
39725,104,91
39745,386,65
39758,14,130
39759,10,141
39789,20,2233
39828,136,73
39862,14,190
39865,97,212
39926,0,233
40009,947,215
40029,546,1565
40039,188,165
40041,71,283
40070,396,180
40095,138,162
40213,176,497
40234,108,0
40251,354,202
40260,84,261
40301,0,143
40326,1148,63
40341,65,203
40580,13,221
40608,115,386
40699,164,250
40764,5391,12233
40778,24,191
40797,181,46
40919,0,177
40937,106,79
40946,313,61
40999,23,381
41000,134,611
41048,67,309
41104,174,186
41192,78,292
41263,129,418
41297,170,135
41393,178,62
41440,66,191
41443,46,105
41611,156,159
41612,1452,1190
41613,48,158
41616,411,882
41620,247,860
41691,1368,667
41710,2392,1136
41750,50,236
41771,114,74
41792,2,165
41801,64,105
41805,2,116
41912,153,265
41914,293,882
41915,281,258
42084,0,102
42204,430,489
42231,106,248
42380,134,312
42412,27,162
42468,158,53
42619,15,105
42704,1102,76
42706,123,26
42712,131,84
42750,581,2000
42773,81,126
42932,97,127
42945,160,168
42956,101,106
42958,103,0
42959,109,6
42962,187,0
42963,6,178
43050,300,48
43115,0,357
43125,2983,1405
43163,428,94
43245,599,857
43246,1299,543
43283,2799,1601
43301,36,164
43311,1739,837
43359,62,242
43360,94,234
43361,293,251
43362,123,199
43363,100,255
43368,58,110
43451,280,120
43474,90,191
43490,157,552
43600,172,105
43649,0,597
43746,319,155
43786,164,288
43796,105,120
43799,164,362
43817,1299,2010
43875,440,635
43915,483,406
43984,8,150
44009,8023,1575
44020,449,155
44033,136,528
44251,180,182
44252,99,125
44253,70,366
44254,810,26
44255,200,49
44265,133,164
44268,416,201
44279,25,152
44289,41,278
44300,60,149
44330,251,37
44337,0,111
44343,44,126
44361,18,161
44458,489,1067
44521,3,130
44538,1358,89
44603,174,390
44675,66,248
44870,771,215
44876,117,1035
44887,97,224
44893,0,152
44932,101,93
44941,158,36
44943,12,140
45063,19,109
45064,2419,504
45065,49,345
45066,1717,775
45070,375,552
45071,471,698
45077,63,135
45089,110,256
45095,379,162
45098,29,404
45102,36,148
45107,0,251
45111,128,1518
45113,6,145
45408,203,169
45423,305,458
45426,252,2053
45436,128,110
45443,67,361
45458,222,24
45506,50,151
45507,21,157
45517,58,597
45530,106,0
45579,33,187
45622,20,5835
45656,247,153
45657,202,46
45658,562,39
45688,146,66
45696,6,254
45703,422,1025
45711,10,100
45762,102,15
45800,471,82
45828,21867,16942
45830,21,358
45834,1715,129
45836,228,474
45839,175,173
45843,617,409
45847,191,127
45849,106,10
45850,86,292
45858,159,765
45859,13,199
45863,35073,10869
45868,6,4657
45870,91,847
45875,34,133
45878,106,72
45879,37,228
45881,723,421
45885,574,388
45888,1253,2185
45892,33,149
45896,20,256
45902,7,148
45910,128,66
45913,0,272
45917,0,132
45919,35,195
45921,57,221
45923,30,224
45928,0,176
45929,124,0
45940,154,0
45946,0,279
45948,0,1229
45955,0,265
45957,129,611
45961,341,253
45963,0,325
45964,0,426
45969,0,308
45970,17879,14127
45974,0,377
45975,97,246
45986,108,264
45988,115,713
45990,0,309
45994,34,187
46001,0,425
46007,18767,2008
46010,5,269
46012,0,755
46016,1241,1543
46017,0,714
46023,242,309
46024,122,23
46026,531,2059
46030,1292,9705
46032,0,325
46038,279,0
46040,186,0
46041,93,3331
46042,4650,15217
46043,279,6138
46058,125,177
46066,236,14
46238,305,170
46243,108,36
46323,120,275
46329,1765,261
46330,1604,1172
46331,404,446
46332,58,267
46333,446,463
46334,216,967
46336,37,142
46337,218,252
46356,1138,0
46365,571,286
46369,254,212
46379,1193,74
46402,0,116
46478,646,380
46513,318,12
46635,11256,1341
46664,137,15
46817,127,239
46927,186,89
46962,15,168
47064,160,46
47103,122,257
47110,189,190
47170,56,157
47365,469,263
47369,41,129
47447,161,790
47478,181,6
47479,50,111
47480,141,454
47542,229,64
47557,396,30
47587,173,161
47633,216,21
47640,111,55
47641,46,262
47642,99,192
47910,18,471
47945,9,117
47977,302,43
48001,10,370
48191,2252,256
48200,484,9
48346,0,213
48377,331,243
48424,244,78
48441,428,81
48470,158,222
48494,59,109
48495,114,534
48509,176,6
48564,94,265
48566,71,115
48572,76,342
48574,118,75
48577,882,170
48580,209,378
48581,35,111
48583,159,390
48588,154,194
48602,29,188
48616,21,103
48678,8,219
48927,314,974
49006,87,129
49016,0,508
49081,15,166
49092,0,2478
49126,135,21
49137,1004,694
49138,755,440
49153,463,223
49154,110,353
49155,463,283
49156,101,396
49159,78,515
49192,423,292
49193,86,165
49194,9,108
49195,586,130
49197,30,108
49223,35,177
49226,398,1
49228,307,153
49235,39,152
49327,30,102
49334,467,212
49337,87,209
49338,220,111
49341,38,113
49342,97,117
49348,137,132
49349,114,185
49350,297,116
49378,163,235
49392,44,1648
49395,15,101
49396,113,15
49399,5378,356
49436,1,106
49463,6,102
49514,879,147
49516,122,1
49720,7,104
49729,183,40
49788,121,20
49816,660,586
49817,105,133
49870,211,111
49886,195,104
49889,175,13
50000,247,118
50014,139,519
50029,1652,352
50030,408,145
50064,32,192
50069,342,448
50073,135,116
50104,134,100
50109,205,118
50254,643,1486
50267,151,64
50404,0,112
50478,0,110
50526,124,1271
50561,107,285
50608,213,966
50674,83,124
50684,283,177
50696,136,106
50701,50,166
50721,54,102
50750,518,2287
50785,131,71
50848,226,1911
50857,391,4
50861,233,569
50892,321,156
50900,110,87
50901,180,204
50903,218,173
50906,100,84
50914,25,128
50969,106,208
50984,447,3403
51001,1,1020
51046,475,253
51070,58,110
51106,51,114
51136,0,881
51328,387,23
51339,144,23
51363,68,125
51476,575,289
51496,7,161
51498,136,9
51512,132,193
51553,114,147
51574,1273,570
51599,7,114
51600,114,41
51633,113,631
51859,152,83
51861,2,730
51881,607,828
51916,145,99
51930,86,131
51940,2517,617
51956,233,154
51957,116,56
51958,16,256
51960,17,128
51971,1,395
51975,46,279
52016,63,290
52017,2731,416
52019,18,257
52117,111,6
52181,0,112
52226,36,121
52279,287,7
52296,118,18
52373,195,300
52376,1214,367
52378,1919,314
52379,62,245
52392,205,177
52416,109,120
52429,541,0
52437,292,545
52438,67,147
52465,108,218
52527,69,155
52594,52,228
52603,47,228
52608,255,537
52612,31,132
52614,104,11
52618,157,233
52620,842,382
52629,441,371
52634,169,84
52640,82,175
52646,205,275
52649,30,113
52658,19,159
52659,43,127
52662,101,138
52679,21,129
52682,155,7
52690,359,264
52691,78,184
52700,166,28
52713,374,158
52731,112,152
52746,0,294
52749,32,214
52783,102,10
52786,56,117
52823,28,205
52832,9,109
52838,103,116
52840,47,233
52853,80,146
52861,27,135
52884,0,130
52914,257,93
52959,37,228
52963,34,116
52970,73,173
52976,190,216
52978,111,0
52993,101,78
53011,112,12
53018,48,108
53032,409,95
53040,127,312
53063,154,330
53075,61,392
53079,39,246
53081,50,217
53083,0,157
53088,113,20
53089,233,0
53095,97,405
53108,32,482
