user id,number of times user adopted from,number of incoming adoption edges (lib-source pairs)
53161,24,138
53181,31,114
53187,63,144
53224,272,1066
53225,754,325
53231,243,36
53262,113,9
53267,120,6
53377,101,13
53378,5,119
53422,12,391
53423,1768,5136
53428,52874,2515
53429,6134,9130
53430,563,21795
53433,387,1200
53434,13976,4795
53438,458,883
53439,1504,2120
53440,41,25814
53442,1268,1596
53443,772,88
53447,897,860
53487,99,184
53514,223,198
53539,50,102
53556,66,164
53571,146,108
53585,234,219
53615,36,120
53622,55,131
53634,37,141
53650,106,55
53669,12,135
53695,126,142
53773,26,111
53783,24,102
53802,3,129
53854,305,62
53896,163,90
53929,63,110
53948,126,118
53972,99,202
53973,109,57
53980,141,99
54017,90,217
54018,246,224
54019,125,40
54021,37,120
54023,82,172
54041,149,29
54067,120,108
54069,68,167
54085,108,60
54088,125,125
54101,143,35
54139,51,339
54141,980,143
54145,329,51
54146,81,114
54153,17,142
54157,240,350
54228,467,28
54253,16,215
54281,951,25
54313,0,180
54363,0,193
54370,47,318
54398,3,103
54411,1205,270
54432,211,125
54466,192,4
54467,4,190
54475,5,518
54521,485,66
54564,33,187
54653,3850,795
54654,145,64
54655,93,103
54658,109,98
54677,0,233
54678,233,0
54692,2220,867
54695,239,1050
54770,73,102
54834,228,276
54883,521,38
54884,18,489
54961,330,125
54964,311,53
55268,133,97
55272,988,49
55372,63,193
55379,120,18
55443,179,384
55453,54,135
55459,0,593
55486,4,132
55495,176,36
55505,48,192
55549,296,77
55552,0,126
55603,60,206
55621,3990,2581
55633,393,343
55665,299,98
55769,205,14
55772,150,93
55773,98,103
55777,4,112
55778,22,159
55784,143,242
55786,13,127
55801,55,112
55848,10,154
55907,103,74
55908,124,186
55984,20,125
56080,83,466
56098,327,55
56238,38,227
56312,3572,1476
56313,200,223
56502,63,230
56551,976,903
56957,232,398
57017,0,2064
57065,35,105
57101,4087,6641
57102,6530,1316
57104,7749,4972
57105,3238,8023
57110,8,167
57111,365,566
57112,529,358
57119,75,150
57170,95,228
57235,12,826
57236,668,300
57237,29,174
57270,0,1404
57276,0,2040
57295,667,0
57297,45,5002
57309,215,135
57330,195,46
57333,79,147
57390,4973,3991
57396,109,104
57413,339,352
57423,170,6
57503,0,125
57536,155,83
57626,135,4
57686,11,2637
57785,671,143
57796,37,232
57803,28,264
57817,119,208
57827,1505,1772
57828,289,492
57832,119,65
57842,139,60
57873,5,1475
57967,168,99
58015,4557,8354
58150,64,175
58152,94,149
58183,6,512
58280,27,104
58349,59,259
58396,250,356
58406,113,56
58410,16,277
58412,106,79
58428,55,398
58429,574,1150
58437,98,402
58438,2093,1131
58515,193,28
58522,2384,1904
58576,102,30
58636,320,643
58652,20,192
58725,255,108
58730,127,49
58807,0,116
58845,571,500
58855,114,3
58891,306,134
58925,373,81
58961,213,31
58989,20,105
58993,64,101
59011,596,373
59035,295,198
59061,168,92
59082,48,792
59127,32,310
59128,170,176
59130,128,35
59162,311,9
59208,0,123
59213,9,144
59374,14,120
59383,1187,597
59386,1671,1978
59390,349,390
59391,94,141
59392,303,108
59400,6,738
59402,259,0
59442,441,354
59692,0,180
59717,19,127
59718,586,609
59768,0,105
60144,5,532
60148,135,201
60163,56,324
60186,215,190
60189,36,152
60237,989,941
60252,744,4586
60256,267,24
60417,493,1061
60428,218,181
60565,58,306
60568,884,252
60608,121,113
60798,174,67
60893,107,39
60914,106,31
60937,141,180
60961,412,0
60982,297,36
61102,0,108
61112,198,496
61116,330,200
61127,5,121
61145,108,132
61146,84,132
61407,29,147
61424,454,453
61428,934,0
61429,161,259
61433,0,104
61435,0,234
61439,99,408
61467,720,732
61468,604,400
61469,1076,8647
61470,1370,890
61471,3939,1356
61472,590,769
61474,2509,2070
61475,1812,975
61477,629,3656
61479,151,1442
61480,191,254
61481,282,686
61482,640,1112
61484,548,864
61485,1567,1304
61487,126,0
61488,29,987
61546,131,155
61596,105,1033
61682,1197,985
61683,1245,225
61703,222,3
61712,2136,165
61732,20,135
61753,235,1175
61776,34,127
61779,259,248
61853,170,23
61854,20,150
61882,15,861
61894,146,17
61950,168,27
61987,128,308
62117,39,592
62343,237,108
62344,6886,6120
62345,716,2022
62346,1049,2196
62348,1135,2693
62349,13,995
62351,2145,10228
62354,2265,6421
62355,6751,1293
62356,540,8681
62357,963,1733
62358,693,6515
62359,3,1976
62361,1930,2800
62384,2,110
62406,1962,1175
62457,566,572
62491,103,21
62589,315,53
63073,307,142
63214,0,149
63482,0,136
63527,3785,6278
63529,17906,4464
63530,8270,4764
63531,342,11645
63536,2496,1473
63537,21,7439
63538,71,153
63540,21,101
63542,489,48
63810,22,225
63848,83,113
63868,247,347
63940,665,87
63943,115,86
63944,226,83
63950,8,173
63965,173,99
63977,217,10
63987,210,30
64091,100,55
64123,387,252
64125,253,245
64127,263,57
64128,120,155
64129,121,190
64130,9,114
64202,0,240
64204,240,0
64219,24,145
64242,192,98
64246,132,25
64248,60,109
64251,96,143
64398,78,123
64435,103,8
64480,166,229
64481,109,2
64718,309,20
64737,132,158
64833,153,49
64874,14328,6936
64950,163,13
64953,81,229
65156,20,711
65178,75,104
65179,140,17
65181,28,162
65182,9,109
65189,534,931
65229,106,598
65232,1,101
65299,8097,4942
65300,110,191
65301,2,1925
65302,138,221
65303,893,6658
65304,2354,1511
65305,10245,5076
65306,3567,1378
65308,23696,5250
65309,1099,940
65312,67,904
65314,617,1709
65315,18,3024
65316,182,1308
65318,4911,9139
65320,9278,2673
65321,6628,1768
65323,2,2213
65324,3743,1303
65332,261,1276
65333,31,1443
65336,222,1431
65345,6,3999
65350,543,1458
65354,7547,1657
65363,182,3725
65367,796,1112
65371,159,2623
65373,3744,4154
65374,0,3708
65377,0,553
65378,642,1058
65380,561,3580
65382,188,1973
65383,624,437
65384,559,2437
65386,1692,1489
65387,972,3296
65388,2749,6938
65389,432,2507
65391,96,1756
65393,176,3722
65395,444,1983
65396,582,6677
65399,237,1555
65401,537,637
65402,52,143
65405,771,2184
65408,0,1080
65411,24,494
65454,950,187
65465,90,236
65467,77,172
65469,6,108
65484,0,103
65497,169,3
65554,43,642
65561,1936,0
65563,0,114
65699,178,12
65742,0,371
65756,241,201
65761,1998,212
65764,237,10019
65765,526,1320
65767,72,288
65768,6983,5862
65773,4790,9781
65774,3576,6785
65777,31,344
65781,749,993
65782,11,708
65783,4841,3347
65785,99,138
65786,170,1068
65787,10,310
65788,89,684
65789,386,989
65792,0,260
65794,211,981
65795,5990,1334
65798,940,420
65799,9492,1021
65800,202,206
65804,148,192
65808,24,171
65810,3097,646
65812,615,695
65815,62,119
65816,645,1817
65817,265,529
65819,7877,2207
65821,877,678
65823,3497,1777
65824,5819,1469
65825,281,331
65826,1146,737
65830,96,197
65831,38,321
65832,7813,7512
65833,978,1823
65835,52,255
65836,974,359
65842,268,545
65843,193,33
65844,6523,2781
65845,6658,910
65846,911,413
65847,6471,2421
65848,428,264
65849,1510,2088
65850,171,797
65852,681,922
65853,9264,1359
65854,257,383
65855,1949,512
65857,24,269
65859,501,733
65860,340,612
65861,44,153
65864,265,974
65865,1242,580
65866,57,256
65867,245,129
65868,2005,1301
65869,937,1561
65871,52,1180
65872,12,196
65873,1721,988
65875,115,990
65879,4,108
65881,53,503
65883,49,256
65886,226,68
65887,116,411
65888,716,1692
65889,105,521
65890,95,741
65891,164,1100
65895,40,303
65897,15,228
65898,233,772
65899,95,102
65901,126,591
65902,706,492
65903,85,163
65906,79,150
65907,52,311
65912,140,486
65913,421,451
65914,54,281
65915,30,104
65916,282,387
65917,821,673
65918,247,333
65919,246,235
65920,438,843
65922,121,99
65924,13,114
65925,39,568
65926,4,177
65927,172,262
65930,146,117
65935,3,120
65936,27,216
65938,373,662
65939,193,236
65940,9,117
65941,0,104
65942,172,94
65946,10,157
65956,113,85
65965,4532,1282
65973,190,106
66060,87,127
66061,92,169
66063,1115,220
66064,171,260
66065,115,216
66066,77,143
66067,109,238
66068,110,136
66069,227,631
66073,543,288
66076,40,186
66080,190,70
66081,151,157
66143,148,54
66244,51,236
66258,598,13
66272,19,209
66284,10,169
66342,951,94
66346,1630,965
66348,1748,1285
66350,2371,3164
66351,5098,2111
66352,5662,4360
66353,6869,3357
66354,571,436
66356,123,174
66358,706,760
66359,257,407
66360,4886,5865
66361,1606,2012
66362,910,969
66363,115,721
66365,3414,2020
66366,67,216
66367,157,472
66368,59,758
66369,5864,1657
66370,5041,866
66371,1855,5124
66373,227,308
66374,81,192
66376,248,406
66379,2260,6175
66383,82,247
66385,317,126
66386,192,535
66387,72,143
66389,556,854
66392,3873,1182
66393,118,524
66395,1921,443
66400,24,123
66402,128,600
66404,407,1814
66405,14,216
66408,302,59
66412,197,635
66414,331,419
66416,117,376
66417,351,529
66418,183,452
66420,120,0
66429,1,247
66430,119,126
66436,80,719
66438,148,439
66439,496,619
66440,12,167
66447,13,105
66449,250,451
66453,395,750
66455,194,202
66461,62,120
66479,42,671
66480,144,479
66481,32,829
66486,837,936
66489,192,565
66497,54,388
66499,276,472
66514,1,278
66516,0,200
66523,7,278
66525,168,622
66550,260,0
66556,10,178
66558,37,214
66559,441,0
66605,41,149
66607,118,207
66613,171,201
66618,676,800
66619,204,489
66620,79,283
66623,87,202
66635,7,154
66642,69,197
66653,370,296
66654,162,153
66655,366,225
66665,127,68
66820,147,323
66821,183,293
66824,108,71
66825,1198,876
66826,842,216
66828,550,436
66829,150,13
66830,559,1255
66831,536,627
66832,1147,1246
66834,116,130
66835,376,286
66836,982,535
66837,21,220
66842,159,167
66849,172,188
66850,250,331
66859,552,404
66860,429,424
66863,327,307
66919,63,306
66950,306,0
67600,2,256
67728,30,109
67738,266,965
67739,477,91
67754,12,219
67808,577,27
67860,27,131
67941,15,121
68098,199,228
68144,130,103
68156,111,472
68183,48,118
68184,101,258
68186,148,81
68188,148,196
68190,140,146
68191,323,40
68196,48,280
68198,255,108
68416,0,140
68476,425,928
68491,146,174
68571,201,182
68623,174,97
68661,773,68
68785,21,114
68806,159,7
68824,112,11
68832,4,256
68861,164,37
68869,221,237
68873,10,123
69114,127,4
69134,4,156
69264,278,234
69631,343,164
69741,113,243
69751,450,124
69814,1154,899
69815,4,110
69818,1345,600
69824,188,1002
69825,6,105
69827,0,104
69828,334,790
69837,821,896
69840,167,397
69845,83,1792
69847,112,793
69848,179,377
69850,70,178
69860,12,117
69866,97,736
69873,25,203
69906,240,357
70302,54,118
70310,31,105
70315,495,72
70316,49,362
70405,41,143
70456,15,108
70507,316,810
70512,4,100
70524,1431,3233
70738,29,129
70850,6,136
70865,0,132
70875,119,158
70883,157,86
71039,0,127
71124,104,115
71273,172,61
71359,103,10
71399,134,210
71427,18,134
71453,1752,482
71472,124,61
71474,251,206
71509,1141,76
71569,133,39
71634,408,288
71676,286,5
71677,4,268
71692,196,160
71694,165,170
71699,65,112
71716,161,392
71814,40,130
72003,32,102
72425,48,108
72476,4,116
72671,8,1050
72684,244,12
72858,248,125
72861,32,105
72867,13,202
72869,7,116
72883,50,133
72961,151,86
73097,1212,0
73149,210,11
73155,182,176
73181,1548,675
73197,218,108
73317,69,249
73377,762,556
73417,369,6708
73459,420,139
73465,2275,1414
73469,91,106
73477,298,3
73482,153,197
73484,101,136
73486,62,159
73500,213,35
73798,210,140
73799,119,22
73800,118,102
73803,103,102
73804,36,108
73923,290,116
74002,645,680
74099,203,266
74115,68,100
74355,1828,0
74375,5,179
74389,44,159
74485,376,169
74583,591,1167
74686,198,135
74915,995,2104
74925,18,120
75027,118,35
75135,46,107
75154,134,56
75318,107,38
75333,184,12
75380,4,344
75571,0,337
75657,104,51
75674,121,22
75732,4,121
75900,470,78
75902,59,118
75914,104,39
75973,173,158
76046,1,114
76088,4148,1071
76092,52,111
76169,0,101
76171,110,30
76246,179,124
76295,51,264
76312,52,248
76394,824,358
76684,118,16
76810,228,71
76811,71,219
76894,131,0
77132,22267,4657
77153,12437,9723
77159,32490,3769
77170,6476,33748
77175,435,10128
77176,18,7018
77177,1269,45
77262,317,81
77279,101,33
77325,138,18
77409,34,100
77483,181,206
77705,46,150
77711,0,116
77735,0,184
77775,54,134
77780,168,196
77782,175,204
77883,9,424
77899,275,265
77900,322,284
77901,194,180
77908,114,103
77910,173,0
78157,159,1
78198,169,286
78221,2563,3063
78322,244,22
78492,132,111
78500,189,136
78549,354,307
78550,273,162
78553,417,51
78557,24,117
78561,78,360
78563,180,55
78640,193,39
78842,115,17
78858,83,248
79134,5,227
79187,89,113
79359,3,125
79542,223,543
79765,127,0
79848,199,173
79864,261,351
79880,32,141
79985,897,80
80017,26,118
80163,20,300
80172,496,160
80260,1119,0
80261,368,0
80263,34,107
80267,556,4851
80268,2164,0
80276,93,4239
80277,252,0
80278,40,156
80282,198,40
80284,298,4
80294,133,408
80496,290,119
80502,5607,290
80516,741,3279
80525,17,4681
80526,1331,1320
80527,167,1801
80529,172,900
80532,182,73
80533,73,182
80560,1484,225
80562,214,38
80564,3,116
80566,18,143
80588,0,317
80596,5,116
80723,0,166
80787,267,314
80793,42,177
80814,17,109
80817,198,144
80846,107,44
80875,245,791
80987,793,363
80988,0,156
80989,110,168
80990,394,168
81434,196,35
81493,62,163
81561,2,108
81573,190,55
81591,116,53
81598,512,615
81616,112,54
81647,387,105
81667,154,123
81696,109,31
81699,7,191
81700,77,135
81702,304,110
81726,46,132
81744,12,229
81756,205,155
81757,235,79
81765,784,85
81772,137,303
81811,181,148
81825,170,107
81828,21,211
81831,220,174
81833,106,167
81834,135,234
81837,45,154
81838,18,140
81839,365,913
81842,163,167
81846,129,20
81849,108,0
81869,36,171
81872,101,28
81873,112,529
81874,1008,200
81876,328,276
81877,122,166
81884,101,69
81946,98,105
82080,85,175
82147,179,147
82164,400,234
82181,442,445
82256,93,110
82271,144,108
82308,428,344
82355,213,208
82361,326,245
82371,47,209
82372,135,129
82423,186,115
82427,198,266
82432,32,108
82438,128,152
82489,89,1202
82491,1220,47
82687,2,160
82724,300,422
82727,79,261
82730,196,307
82731,167,499
82733,116,415
82737,305,64
82818,126,47
82822,112,41
82992,191,169
83034,127,106
83298,20,149
83447,64,175
83448,9,244
83458,0,105
83676,73,150
83844,273,25
83845,24,120
83846,30,157
83896,78,107
83899,190,140
83914,196,82
83918,72,100
83919,120,82
83920,26,166
84096,0,148
84104,164,67
84106,170,236
84107,67,227
84112,68,135
84115,250,205
84125,89,111
84142,44,102
84341,560,655
84383,1213,541
84384,17,104
84395,121,14
84402,320,2015
84403,110,37
84404,170,450
84407,308,370
84408,679,184
84409,61,218
84415,1031,401
84416,54,174
84417,124,370
84419,148,139
84422,75,225
84425,150,230
84442,110,174
84443,82,354
84446,98,209
84447,20,106
84448,38,132
84449,350,472
84450,134,210
84454,282,100
84456,22,112
84458,83,103
84462,112,284
84549,0,187
84592,1,113
84601,1887,1914
84617,211,185
84721,73,442
84785,54,108
84861,66,1139
84863,120,120
84865,1072,1
84919,215,40
85056,102,223
85057,130,206
85059,178,220
85064,114,119
85092,263,144
85120,131,3
85121,0,108
85510,0,129
85526,34,129
85578,149,304
85596,682,224
85680,41,143
85698,273,0
85872,411,54
85895,16,110
85916,108,72
85932,96,177
85946,219,48
85963,44,146
86111,227,303
86114,155,79
86290,20,124
86311,447,0
86390,167,48
86409,3621,1229
86412,521,304
86413,447,493
86417,219,442
86427,603,1614
86428,278,296
86431,112,126
86434,0,141
86439,220,1399
86442,184,330
86443,225,121
86444,112,30
86447,445,380
86448,419,607
86450,206,286
86453,176,1045
86458,352,570
86465,61,915
86467,56,480
86480,46,281
86490,42,234
86497,0,140
86547,159,358
86549,143,100
86757,50,632
86760,272,14
86876,116,30
87129,5,1240
87134,123,92
87489,0,344
87673,357,154
87695,277,23
88006,233,19
88038,2,170
88059,332,6
88097,207,105
88235,108,84
88288,111,8
88317,42,188
88320,390,189
88322,328,252
88327,409,109
88331,209,158
88348,141,36
88369,20,102
88376,174,98
88433,129,96
88434,246,173
88444,342,64
88466,41,157
88468,25,116
88475,47,141
88488,23,113
88495,169,188
88501,144,105
88507,117,84
88521,443,63
88550,12,264
88553,367,185
88558,195,95
88585,0,111
88598,2356,1180
88603,21,104
88614,197,138
88852,9,141
89056,141,85
89061,185,104
89063,240,91
89167,0,128
89264,1158,261
89301,118,3
89397,232,2
89398,10,188
89436,596,1349
89438,2390,292
89439,614,197
89440,10,467
89441,273,374
89442,292,101
89443,168,246
89517,0,282
89519,18,111
89523,9,515
89525,65,304
89562,75,101
89725,359,445
89726,216,175
89728,196,393
89729,780,189
89730,260,308
89731,529,390
89732,0,108
89733,356,241
89735,51,197
89737,41,135
89739,51,227
89747,1217,199
89749,52,139
89753,140,81
89756,118,99
89757,43,171
89769,0,185
89791,315,14
89992,27,105
90130,524,365
90177,40,110
90179,33,140
90329,686,1055
90464,504,139
90668,219,105
90708,114,0
90730,667,72
91109,65,126
91146,185,34
91149,0,120
91348,460,305
91373,204,122
91444,173,95
91598,136,0
91824,727,2
91854,0,1825
91877,106,219
92018,0,131
93091,100,0
94325,44,145
94555,29,210
94563,0,194
94855,11,225
94894,350,3
94991,149,116
95010,2324,0
95040,150,313
95095,356,0
95302,121,6
95304,295,185
95310,140,105
95596,1218,0
95779,16,104
95805,950,16819
95806,18285,924
95807,224,5411
95808,10008,3036
95809,6459,152
95810,1946,592
95811,506,353
95812,724,206
95813,1941,1424
95814,3041,640
95815,682,812
95816,172,52
95817,754,807
95818,2747,223
95819,385,1544
95820,0,851
95821,0,158
95822,516,252
95823,506,2762
95824,324,2470
95826,87,2050
95828,2,921
95829,4079,457
95830,224,2744
95831,97,186
95832,32,1109
95857,109,1692
95858,99,2543
95887,633,40
95899,208,98
95902,28,2087
95912,682,45
95924,315,0
95938,75,336
95997,116,79
96008,69,143
96016,116,82
96033,228,170
96041,376,148
96050,47,151
96059,24,130
96061,52,256
96064,22,204
96093,609,24
96105,226,156
96108,1415,10
96115,242,128
96196,13,391
96241,152,1942
96317,0,324
96328,495,710
96393,435,350
96396,153,222
96400,240,363
96401,106,32
96402,56,144
96415,118,354
96418,10,109
96422,0,125
96438,222,109
96442,176,102
96444,100,12
96503,10,1696
96868,2092,999
97001,126,33
97010,2215,1556
97141,113,21
97296,153,0
97360,12,102
97365,1,211
97493,1077,26
97501,113,949
97503,455,3
97518,0,244
97542,161,78
97780,157,290
97781,37,179
97826,138,27
97827,13,122
97873,100,106
97998,175,164
98093,49,195
98151,470,479
98165,64,256
98269,101,22
98378,103,18
98435,70,1279
98439,651,107
98998,86,412
99053,7,183
99128,50,116
99141,122,26
99178,11,139
99181,48,245
99182,108,23
99184,229,14
99231,502,3
99238,18,473
99392,10,276
99681,0,405
99976,239,6
100006,286,466
100008,201,312
100012,28,107
100019,212,214
100021,99,141
100022,1000,2947
100023,79,264
100024,544,1064
100026,30,219
100027,24,136
100028,60,670
100029,40,401
100035,314,1129
100036,126,6
100037,1559,584
100038,264,140
100040,148,316
100041,86,564
100043,194,911
100044,186,184
100045,182,214
100047,30,126
100048,766,676
100049,304,640
100050,37,381
100051,300,1052
100052,2244,3120
100053,1020,1134
100054,246,920
100056,328,982
100057,158,684
100058,192,745
100059,373,460
100060,655,900
100061,126,1229
100062,321,369
100064,2816,2818
100065,1554,3954
100066,768,376
100067,164,976
100068,158,217
100071,18,126
100072,114,420
100073,407,5074
100074,489,1706
100076,174,1159
100078,450,613
100081,210,360
100082,1590,2317
100083,67,638
100084,387,436
100085,24,177
100086,15,144
100088,486,2193
100089,59,151
100092,59,261
100095,184,322
100096,56,510
100097,308,381
100417,74,113
100502,935,657
100503,269,208
100504,446,915
100838,14,257
100927,57,252
100986,85,195
100987,109,27
100989,91,284
101107,0,976
101183,2065,1736
101184,721,1420
101188,704,530
101189,404,1281
101190,256,100
101192,50,216
101193,422,129
101195,209,545
101200,392,441
101201,296,72
101206,546,536
101207,215,452
101209,250,340
101210,13,148
101215,116,12
101216,186,18
101218,480,455
101298,166,181
101308,165,135
101372,199,54
101425,9,242
101426,1,390
101427,0,983
101429,324,131
101534,103,116
101546,133,59
101550,116,47
101556,82,114
101559,195,16
101738,475,105
101740,101,77
101745,106,409
101746,126,357
101747,41,188
101748,230,215
101750,306,43
101751,2,127
101755,58,267
101762,162,147
101826,65,540
102139,394,192
102157,16,151
102170,104,38
102236,2067,657
102237,278,798
102240,51,191
102242,61,183
102244,1849,723
102246,15,206
102250,520,2601
102253,1546,176
102258,21,232
102304,150,52
102307,22,132
102563,5190,54
102568,426,1824
102570,36,372
102571,0,198
102573,54,720
102574,66,162
102602,11,729
102677,15,204
102682,781,269
102686,81,125
102688,79,145
102817,1,431
103025,151,286
103026,2,423
103439,621,340
103461,204,122
103483,28,104
103576,142,217
103577,511,420
103578,1400,733
103579,2170,964
103580,787,760
103582,249,597
103583,1755,2814
103584,2505,1570
103585,173,190
103586,924,803
103587,194,130
103588,3116,1604
103589,480,657
103590,1968,1470
103594,555,38
103595,102,149
103596,4943,2463
103597,202,588
103598,2004,2642
103599,1137,1250
103600,109,232
103601,642,1072
103604,740,33
103606,1809,1055
103607,1557,239
103608,183,1428
103610,36,321
103611,1640,521
103613,148,163
103615,1129,1025
103616,1024,360
103617,270,13
103618,1478,282
103619,1516,4648
103620,152,0
103621,1,296
103623,780,1017
103626,318,23
103627,73,229
103628,172,94
103630,122,200
103633,59,210
103634,227,268
103635,585,254
103636,279,135
103641,140,245
103644,414,685
103646,935,0
103647,143,235
103651,604,0
103652,69,109
103653,279,49
103655,257,345
103656,121,0
103657,265,975
103658,47,360
103659,105,126
103666,36,162
103668,588,1107
103670,203,69
103673,275,2
103674,80,437
103680,143,17
103683,104,183
103685,131,91
103686,1524,269
103688,82,140
103693,649,1931
103702,253,43
103706,361,258
103712,109,1370
103714,65,159
103716,0,193
103717,230,5
103719,84,276
103721,96,505
103727,1402,1381
103728,31,153
103729,1347,1362
103730,108,36
103731,305,0
103732,185,0
103742,156,166
103745,1,119
103746,305,903
103749,179,180
103750,235,0
103751,208,297
103754,406,277
103759,1,142
103762,125,234
103767,51,173
103772,109,56
104424,47,106
104425,125,65
104432,73,131
104754,141,148
104895,352,426
104919,172,105
105043,238,173
105044,869,406
105056,200,197
105057,110,60
105063,262,386
105071,27,171
105072,1254,362
105074,447,154
105077,140,164
105078,57,291
105080,71,269
105083,214,210
105091,217,72
105096,312,114
105098,161,29
105109,107,83
105111,140,84
105114,82,173
105120,301,121
105128,240,110
105129,283,463
105130,68,108
105135,104,1
105142,32,131
105146,65,136
105147,182,102
105148,169,190
105149,293,875
105152,279,332
105154,45,108
105155,121,196
105158,177,198
105163,217,93
105164,564,346
105166,436,428
105168,92,149
105169,8,122
105170,376,176
105171,181,274
105172,312,533
105173,526,474
105185,436,146
105186,563,203
105188,304,160
105189,323,526
105191,299,630
105194,301,110
105197,117,33
105200,144,196
105203,111,97
105204,62,507
105209,232,262
105242,176,0
105438,720,6
105444,42,2493
105445,52,358
105450,6,170
105451,72,246
105452,6,125
105455,42,151
105459,343,0
105462,11674,188
105463,149,0
105661,92,316
105662,286,251
105663,104,199
105664,94,255
105668,83,193
105875,1,891
105913,26,490
105914,102,710
105915,94,646
105917,143,2027
105920,60,1062
105924,162,3180
105932,1441,62
105939,9755,1278
105943,21,1405
105944,28,793
106039,20,116
106051,391,370
106052,229,353
106095,111,32
106098,149,17
106135,111,292
106138,48,316
106139,57,120
106144,470,151
106145,263,33
106146,144,374
106180,348,339
106210,12,160
106212,90,497
106231,15,318
106233,47,359
106248,271,644
106250,172,327
106272,95,119
106277,273,124
106279,0,155
106299,0,255
106315,48,393
106316,19,376
106318,19,144
106332,163,248
106334,199,375
106347,1425,687
106354,49,138
106358,53,185
106371,299,126
106382,0,207
106391,35,234
106402,1153,135
106407,95,128
106414,0,275
106426,163,348
106430,75,227
106431,24,167
106432,511,555
106440,0,129
106456,70,165
106458,9,308
106476,1,120
106480,0,308
106517,4,385
106526,11,108
106530,119,49
106642,53,175
106645,106,209
106646,174,38
106772,310,236
106776,197,186
106816,26,196
106818,103,104
106827,518,282
106840,62,211
106906,0,141
106926,207,266
106930,124,261
106985,197,112
106987,36,128
107075,41,196
107085,612,477
107109,149,101
107203,70,251
107227,111,95
107325,42,107
107343,58,222
107345,119,73
107348,107,31
107392,253,116
107427,220,32
107479,210,18
107490,717,660
107493,118,163
107498,683,884
107502,143,35
107503,14,106
107504,108,0
107513,1176,1065
107514,138,77
107522,78,126
107537,105,60
107544,68,158
107556,89,180
107560,1993,0
107609,174,135
107901,0,108
107903,378,53
107915,0,180
108070,119,14
108153,3,104
108300,16,227
108304,248,369
108305,288,0
108306,129,29
108307,169,202
108308,73,312
108313,983,454
108315,18,190
108317,182,405
108321,97,284
108322,126,94
108337,184,89
108450,185,756
108451,114,107
108452,0,138
108453,76,171
108454,95,305
108455,19,228
108457,38,346
108458,190,126
108460,15,131
108461,158,27
108462,209,437
108643,159,225
108881,76,134
108884,315,349
108889,181,277
108891,1204,795
108899,82,199
108903,466,515
108907,281,241
108910,172,187
108913,85,111
108915,257,332
108917,889,542
108925,90,178
108929,141,239
109365,162,45
109367,434,622
109369,359,156
109372,74,118
109484,75,432
109494,72,1353
109495,1387,1399
109496,3,1993
109498,711,3669
109499,2,2226
109500,1102,1131
109701,380,161
109705,45,130
109713,67,163
109715,168,87
109761,122,17
109955,1,100
109958,143,5
109979,22,122
110004,653,0
110023,261,159
110033,120,79
110136,64,119
110436,0,155
110536,100,7
110612,1189,704
110613,255,399
110615,205,201
110623,90,105
110639,977,488
110640,313,361
110642,918,494
110648,255,229
110650,230,369
110654,478,660
110665,93,109
110667,274,262
110668,154,133
110681,981,1310
110692,183,379
110693,251,200
110694,89,130
110699,85,107
110701,63,259
110704,232,224
110705,329,313
110707,157,227
110708,736,453
110709,239,271
110710,119,73
110711,51,164
110713,85,151
110715,68,123
110716,111,150
110719,37,127
110720,70,109
110721,5,127
110724,51,136
110726,61,195
110728,290,415
110729,87,100
110731,104,317
110737,238,138
110738,590,598
110741,256,566
110742,96,255
110745,22,116
110747,328,435
110748,81,177
110751,235,323
110752,152,229
110753,51,103
110754,48,120
110755,440,332
110757,260,299
110758,225,511
110759,48,145
110760,548,354
110761,82,144
110762,192,360
110764,46,139
110765,235,680
110766,125,309
110767,87,304
110768,526,456
110769,62,214
110770,182,172
110771,19,119
110774,183,223
110777,100,21
110782,138,141
110785,79,192
110787,191,172
110789,76,121
110792,151,188
110793,20,221
110794,110,216
110797,202,276
110834,77,125
110859,0,106
110890,64,118
110973,46,157
110992,88,121
111065,118,202
111068,258,193
111118,365,138
111119,359,77
111120,165,98
111155,360,406
111182,136,142
111205,11,104
111207,101,44
111219,179,197
111308,818,579
111309,1400,200
111310,142,370
111311,6,1441
111312,147,443
111313,3,272
111314,39,269
111329,26,137
111337,33,101
111348,0,108
111349,28,228
111364,55,122
111382,3705,20
111592,161,227
111600,44,156
111699,282,0
111709,13762,7443
111710,9086,5822
111711,693,3611
111712,11399,4069
111821,134,16
111872,130,23
111911,114,30
111921,52,301
112044,9,103
112621,318,160
112648,109,55
112984,103,54
113292,299,360
113293,191,71
113294,889,452
113295,249,360
113298,671,377
113299,185,426
113388,113,75
113389,34,118
113391,76,113
113398,134,80
113402,173,40
113461,226,282
113475,168,96
113478,198,58
113483,217,427
113496,131,56
113498,401,140
113503,73,138
113506,10,143
113511,404,246
113512,65,107
113514,156,61
113517,195,106
113519,141,94
113521,158,118
113522,373,104
113523,101,324
113527,220,97
113530,116,80
113542,65,220
113544,21,151
113546,7,157
113547,58,312
113549,5,105
113552,65,130
113555,44,120
113961,124,126
113973,141,98
113975,143,136
113988,141,278
113990,55,167
114000,21,108
114064,38,101
114065,36,128
114066,132,60
114107,223,31
114222,103,86
114297,124,65
114345,43,100
114347,153,253
114660,60,109
114718,513,174
114719,80,156
