repo,promoter,adopter,adoption delay (seconds),library,promoter commit id,adoption commit id,promoter commit time (UTC),adoption commit time (UTC)
skflow__tensorflow,3062,79578,5572359,tensorflow,22769066,23326995
skflow__tensorflow,3062,79578,5342696,tensorflow,22792562,23326995
skflow__tensorflow,3062,79578,5072088,tensorflow,22810830,23326995
skflow__tensorflow,3062,79578,5072055,tensorflow,22810833,23326995
skflow__tensorflow,3062,79578,4739756,tensorflow,22846517,23326995
skflow__tensorflow,55505,79578,4656159,tensorflow,22853294,23326995
skflow__tensorflow,55505,79578,4656001,tensorflow,22853303,23326995
skflow__tensorflow,55505,79578,4476749,tensorflow,22864137,23326995
skflow__tensorflow,3062,79578,4448782,tensorflow,22866459,23326995
skflow__tensorflow,55505,79578,4400365,tensorflow,22869509,23326995
skflow__tensorflow,3062,79578,3415920,tensorflow,22972650,23326995
skflow__tensorflow,3062,79578,3396592,tensorflow,22974141,23326995
skflow__tensorflow,55505,79578,2891336,tensorflow,23024884,23326995
skflow__tensorflow,55505,79578,1605193,tensorflow,23163155,23326995
skflow__tensorflow,55505,79578,1596553,tensorflow,23163677,23326995
skflow__tensorflow,55505,79578,1250391,tensorflow,23195743,23326995
skflow__tensorflow,3062,79578,1237683,tensorflow,23196716,23326995
skflow__tensorflow,55505,79578,316991,tensorflow,23298264,23326995
skflow__tensorflow,3062,79578,3396592,tensorflow.examples.tutorials.mnist.input_data,22974141,23326995
skflow__tensorflow,55505,79578,1605193,tensorflow.examples.tutorials.mnist.input_data,23163155,23326995
skflow__tensorflow,3062,79580,8947280,tensorflow,22433294,23327718
skflow__tensorflow,3062,79580,8858854,tensorflow,22443952,23327718
skflow__tensorflow,3062,79580,8427374,tensorflow,22485092,23327718
skflow__tensorflow,3062,79580,8343747,tensorflow,22495459,23327718
skflow__tensorflow,3062,79580,8263039,tensorflow,22505351,23327718
skflow__tensorflow,3062,79580,8247395,tensorflow,22506430,23327718
skflow__tensorflow,3062,79580,7825594,tensorflow,22544619,23327718
skflow__tensorflow,3062,79580,7817924,tensorflow,22545156,23327718
skflow__tensorflow,3062,79580,7808737,tensorflow,22545720,23327718
skflow__tensorflow,55505,79580,6869663,tensorflow,22637703,23327718
skflow__tensorflow,55505,79580,6869359,tensorflow,22637723,23327718
skflow__tensorflow,3062,79580,6687290,tensorflow,22654689,23327718
skflow__tensorflow,3062,79580,6184802,tensorflow,22709590,23327718
skflow__tensorflow,3062,79580,6180780,tensorflow,22709888,23327718
skflow__tensorflow,55505,79580,6101194,tensorflow,22720079,23327718
skflow__tensorflow,3062,79580,5872381,tensorflow,22745483,23327718
skflow__tensorflow,3062,79580,5769474,tensorflow,22756256,23327718
skflow__tensorflow,3062,79580,5753033,tensorflow,22757566,23327718
skflow__tensorflow,3062,79580,5578513,tensorflow,22768959,23327718
skflow__tensorflow,3062,79580,5576642,tensorflow,22769066,23327718
skflow__tensorflow,3062,79580,5346979,tensorflow,22792562,23327718
skflow__tensorflow,3062,79580,5076371,tensorflow,22810830,23327718
skflow__tensorflow,3062,79580,5076338,tensorflow,22810833,23327718
skflow__tensorflow,3062,79580,4744039,tensorflow,22846517,23327718
skflow__tensorflow,55505,79580,4660442,tensorflow,22853294,23327718
skflow__tensorflow,55505,79580,4660284,tensorflow,22853303,23327718
skflow__tensorflow,55505,79580,4481032,tensorflow,22864137,23327718
skflow__tensorflow,3062,79580,4453065,tensorflow,22866459,23327718
skflow__tensorflow,55505,79580,4404648,tensorflow,22869509,23327718
skflow__tensorflow,3062,79580,3420203,tensorflow,22972650,23327718
skflow__tensorflow,3062,79580,3400875,tensorflow,22974141,23327718
skflow__tensorflow,55505,79580,2895619,tensorflow,23024884,23327718
skflow__tensorflow,55505,79580,1609476,tensorflow,23163155,23327718
skflow__tensorflow,55505,79580,1600836,tensorflow,23163677,23327718
skflow__tensorflow,55505,79580,1254674,tensorflow,23195743,23327718
skflow__tensorflow,3062,79580,1241966,tensorflow,23196716,23327718
skflow__tensorflow,55505,79580,321274,tensorflow,23298264,23327718
skflow__tensorflow,79578,79580,4283,tensorflow,23326995,23327718
ImageCaptioningAttack__huanzhang12,6660,6851,5439590,tensorflow,22970926,23541841
ImageCaptioningAttack__huanzhang12,6650,6851,848940,tensorflow,23448167,23541841
ImageCaptioningAttack__huanzhang12,6650,6851,701801,tensorflow,23464540,23541841
try-tf__jasonbaldridge,64996,78213,9793190,tensorflow,22554615,23547527
try-tf__jasonbaldridge,64996,78213,9793190,tensorflow.python.platform,22554615,23547527
TensorflowProjects__shekkizh,467,147532,2088121,tensorflow,23364071,23575676
TensorflowProjects__shekkizh,467,147532,1820781,tensorflow,23387526,23575676
TensorflowProjects__shekkizh,467,147532,1411943,tensorflow,23430983,23575676
TensorflowProjects__shekkizh,467,147532,514618,tensorflow,23525466,23575676
temo__dirkweissenborn,44802,49510,937229,tensorflow,23549116,23633835
temo__dirkweissenborn,44802,49510,937229,tensorflow.python.ops.rnn.rnn,23549116,23633835
semantichashing__yuanwang1988,95063,136608,494,tensorflow,23656613,23656671
sds-tracker__oplatek,64931,75540,649785,tensorflow,23769044,23850996
TensorflowProjects__shekkizh,147532,96370,2924,tensorflow.examples.tutorials.mnist,23853702,23853887
ImageCaptioningAttack__huanzhang12,6660,6819,9735413,tensorflow.python.platform.gfile,23023893,24033493
ImageCaptioningAttack__huanzhang12,6660,6819,10269624,tensorflow,22970926,24033493
ImageCaptioningAttack__huanzhang12,6650,6819,5678974,tensorflow,23448167,24033493
ImageCaptioningAttack__huanzhang12,6650,6819,5531835,tensorflow,23464540,24033493
ImageCaptioningAttack__huanzhang12,6851,6819,4830034,tensorflow,23541841,24033493
ImageCaptioningAttack__huanzhang12,2265,6819,3880522,tensorflow,23628085,24033493
ImageCaptioningAttack__huanzhang12,6845,6819,2979961,tensorflow,23719109,24033493
ImageCaptioningAttack__huanzhang12,6845,6819,2512398,tensorflow,23774870,24033493
ImageCaptioningAttack__huanzhang12,6650,6819,5531835,tensorflow.python.ops.control_flow_ops,23464540,24033493
ImageCaptioningAttack__huanzhang12,6660,6760,11333552,tensorflow,22970926,24127930
ImageCaptioningAttack__huanzhang12,6650,6760,6742902,tensorflow,23448167,24127930
ImageCaptioningAttack__huanzhang12,6650,6760,6595763,tensorflow,23464540,24127930
ImageCaptioningAttack__huanzhang12,6851,6760,5893962,tensorflow,23541841,24127930
ImageCaptioningAttack__huanzhang12,2265,6760,4944450,tensorflow,23628085,24127930
ImageCaptioningAttack__huanzhang12,6845,6760,4043889,tensorflow,23719109,24127930
ImageCaptioningAttack__huanzhang12,6845,6760,3576326,tensorflow,23774870,24127930
ImageCaptioningAttack__huanzhang12,6819,6760,1063928,tensorflow,24033493,24127930
sds-tracker__oplatek,75540,103070,154724,tensorflow.python.ops.nn_ops.softmax_cross_entropy_with_logits,24133294,24148106
sds-tracker__oplatek,75540,103070,3169472,tensorflow,23850996,24148106
sds-tracker__oplatek,64931,103070,2909181,tensorflow,23876534,24148106
sds-tracker__oplatek,103071,103070,2137943,tensorflow,23947038,24148106
sds-tracker__oplatek,75540,103070,2044169,tensorflow,23956168,24148106
sds-tracker__oplatek,103071,103070,1394249,tensorflow,24018507,24148106
sds-tracker__oplatek,75540,103070,3169472,tensorflow.python.ops.rnn_cell.GRUCell,23850996,24148106
sds-tracker__oplatek,103071,103070,1394249,tensorflow.python.ops.rnn_cell.GRUCell,24018507,24148106
sds-tracker__oplatek,103071,103070,1394249,tensorflow.python.ops.control_flow_ops.cond,24018507,24148106
ImageCaptioningAttack__huanzhang12,6851,6733,6652817,tensorflow,23541841,24196966
ImageCaptioningAttack__huanzhang12,2265,6733,5703305,tensorflow,23628085,24196966
ImageCaptioningAttack__huanzhang12,6845,6733,4802744,tensorflow,23719109,24196966
ImageCaptioningAttack__huanzhang12,6845,6733,4335181,tensorflow,23774870,24196966
ImageCaptioningAttack__huanzhang12,6819,6733,1822783,tensorflow,24033493,24196966
ImageCaptioningAttack__huanzhang12,6760,6733,758855,tensorflow,24127930,24196966
magenta__tensorflow,60008,59989,267852,tensorflow,24175734,24205189
facenet__lilac,46665,115828,9903607,tensorflow,23233654,24224858
facenet__lilac,46665,115828,9736646,tensorflow,23246489,24224858
facenet__lilac,46665,115828,9215612,tensorflow,23303632,24224858
facenet__lilac,46665,115828,9215541,tensorflow,23303638,24224858
facenet__lilac,46665,115828,6829879,tensorflow,23554432,24224858
facenet__lilac,46665,115828,3187558,tensorflow,23931254,24224858
magenta__tensorflow,60008,59999,813852,tensorflow,24175734,24256974
magenta__tensorflow,59989,59999,546000,tensorflow,24205189,24256974
SURF2016__kumkee,467,10439,3874323,tensorflow,23987762,24338875
rllab-curriculum__florensacc,51940,15498,2612033,tensorflow,24127624,24370456
rllab-curriculum__florensacc,51940,15498,1927649,tensorflow,24187897,24370456
rllab-curriculum__florensacc,51940,15498,597747,tensorflow,24312835,24370456
rllab-curriculum__florensacc,51940,15498,547441,tensorflow,24318461,24370456
rllab-curriculum__florensacc,23514,15498,539979,tensorflow,24318890,24370456
rllab-curriculum__florensacc,51940,15498,321618,tensorflow,24332075,24370456
ml-dev__tobegit3hub,467,43850,38,tensorflow.examples.tutorials.mnist.input_data,24386285,24386288
ImageCaptioningAttack__huanzhang12,6660,6662,17287577,tensorflow,22970926,24670230
ImageCaptioningAttack__huanzhang12,6650,6662,12696927,tensorflow,23448167,24670230
ImageCaptioningAttack__huanzhang12,6650,6662,12549788,tensorflow,23464540,24670230
ImageCaptioningAttack__huanzhang12,6851,6662,11847987,tensorflow,23541841,24670230
ImageCaptioningAttack__huanzhang12,2265,6662,10898475,tensorflow,23628085,24670230
ImageCaptioningAttack__huanzhang12,6845,6662,9997914,tensorflow,23719109,24670230
ImageCaptioningAttack__huanzhang12,6845,6662,9530351,tensorflow,23774870,24670230
ImageCaptioningAttack__huanzhang12,6819,6662,7017953,tensorflow,24033493,24670230
ImageCaptioningAttack__huanzhang12,6760,6662,5954025,tensorflow,24127930,24670230
ImageCaptioningAttack__huanzhang12,6733,6662,5195170,tensorflow,24196966,24670230
ImageCaptioningAttack__huanzhang12,6650,6662,12549788,tensorflow.python.training.moving_averages,23464540,24670230
ML-Study__corona10,5575,7947,2041551,tensorflow,24488535,24672225
ImageCaptioningAttack__huanzhang12,6660,6792,18225200,tensorflow.python.platform.gfile,23023893,24793526
ImageCaptioningAttack__huanzhang12,6819,6792,8489787,tensorflow.python.platform.gfile,24033493,24793526
ImageCaptioningAttack__huanzhang12,6819,6792,997107,tensorflow.python.platform.gfile,24707986,24793526
ImageCaptioningAttack__huanzhang12,6660,6792,18759411,tensorflow,22970926,24793526
ImageCaptioningAttack__huanzhang12,6650,6792,14168761,tensorflow,23448167,24793526
ImageCaptioningAttack__huanzhang12,6650,6792,14021622,tensorflow,23464540,24793526
ImageCaptioningAttack__huanzhang12,6851,6792,13319821,tensorflow,23541841,24793526
ImageCaptioningAttack__huanzhang12,2265,6792,12370309,tensorflow,23628085,24793526
ImageCaptioningAttack__huanzhang12,6845,6792,11469748,tensorflow,23719109,24793526
ImageCaptioningAttack__huanzhang12,6845,6792,11002185,tensorflow,23774870,24793526
ImageCaptioningAttack__huanzhang12,6819,6792,8489787,tensorflow,24033493,24793526
ImageCaptioningAttack__huanzhang12,6760,6792,7425859,tensorflow,24127930,24793526
ImageCaptioningAttack__huanzhang12,6733,6792,6667004,tensorflow,24196966,24793526
ImageCaptioningAttack__huanzhang12,6662,6792,1471834,tensorflow,24670230,24793526
ImageCaptioningAttack__huanzhang12,6662,6792,1238783,tensorflow,24690821,24793526
tflearn__tflearn,24713,46188,12178232,tensorflow,23651731,24796151
tflearn__tflearn,1215,46188,11283925,tensorflow,23742335,24796151
tflearn__tflearn,24713,46188,11244276,tensorflow,23745745,24796151
tflearn__tflearn,24713,46188,11154472,tensorflow,23756273,24796151
tflearn__tflearn,24713,46188,8992465,tensorflow,23986741,24796151
tflearn__tflearn,24713,46188,5881637,tensorflow,24272436,24796151
tflearn__tflearn,49137,46188,1488602,tensorflow,24671481,24796151
tflearn__tflearn,49137,46188,381787,tensorflow,24761552,24796151
rllab-curriculum__florensacc,129059,129073,149673,tensorflow,24831686,24847128
rllab-curriculum__florensacc,129059,129073,146694,tensorflow,24832112,24847128
rllab-curriculum__florensacc,129059,129073,145402,tensorflow,24832249,24847128
rllab-curriculum__florensacc,129059,129073,102317,tensorflow,24837046,24847128
rllab-curriculum__florensacc,129059,129073,101587,tensorflow,24837138,24847128
rllab-curriculum__florensacc,129059,129073,98492,tensorflow,24837500,24847128
rllab-curriculum__florensacc,129059,129073,98304,tensorflow,24837541,24847128
rllab-curriculum__florensacc,129059,129073,90161,tensorflow,24838556,24847128
rllab-curriculum__florensacc,129059,129073,65964,tensorflow,24840085,24847128
rllab-curriculum__florensacc,129059,129073,64859,tensorflow,24840170,24847128
rllab-curriculum__florensacc,129059,129073,19227,tensorflow,24845318,24847128
ImageCaptioningAttack__huanzhang12,6660,6816,19449006,tensorflow,22970926,24855450
ImageCaptioningAttack__huanzhang12,6650,6816,14858356,tensorflow,23448167,24855450
ImageCaptioningAttack__huanzhang12,6650,6816,14711217,tensorflow,23464540,24855450
ImageCaptioningAttack__huanzhang12,6851,6816,14009416,tensorflow,23541841,24855450
ImageCaptioningAttack__huanzhang12,2265,6816,13059904,tensorflow,23628085,24855450
ImageCaptioningAttack__huanzhang12,6845,6816,12159343,tensorflow,23719109,24855450
ImageCaptioningAttack__huanzhang12,6845,6816,11691780,tensorflow,23774870,24855450
ImageCaptioningAttack__huanzhang12,6819,6816,9179382,tensorflow,24033493,24855450
ImageCaptioningAttack__huanzhang12,6760,6816,8115454,tensorflow,24127930,24855450
ImageCaptioningAttack__huanzhang12,6733,6816,7356599,tensorflow,24196966,24855450
ImageCaptioningAttack__huanzhang12,6662,6816,2161429,tensorflow,24670230,24855450
ImageCaptioningAttack__huanzhang12,6662,6816,1928378,tensorflow,24690821,24855450
ImageCaptioningAttack__huanzhang12,6792,6816,689595,tensorflow,24793526,24855450
ImageCaptioningAttack__huanzhang12,6650,6816,14711217,tensorflow.python.ops.control_flow_ops,23464540,24855450
ImageCaptioningAttack__huanzhang12,6819,6816,9179382,tensorflow.python.ops.control_flow_ops,24033493,24855450
magenta__tensorflow,60008,9338,8072631,tensorflow,24175734,24898816
magenta__tensorflow,59989,9338,7804779,tensorflow,24205189,24898816
magenta__tensorflow,59999,9338,7258779,tensorflow,24256974,24898816
magenta__tensorflow,49175,9338,3038396,tensorflow,24643199,24898816
magenta__tensorflow,59989,9338,2625967,tensorflow,24675306,24898816
magenta__tensorflow,49175,9338,2423333,tensorflow,24693444,24898816
magenta__tensorflow,49175,9338,184184,tensorflow,24882027,24898816
ImageCaptioningAttack__huanzhang12,6660,6642,20581969,tensorflow,22970926,24951593
ImageCaptioningAttack__huanzhang12,6650,6642,15991319,tensorflow,23448167,24951593
ImageCaptioningAttack__huanzhang12,6650,6642,15844180,tensorflow,23464540,24951593
ImageCaptioningAttack__huanzhang12,6851,6642,15142379,tensorflow,23541841,24951593
ImageCaptioningAttack__huanzhang12,2265,6642,14192867,tensorflow,23628085,24951593
ImageCaptioningAttack__huanzhang12,6845,6642,13292306,tensorflow,23719109,24951593
ImageCaptioningAttack__huanzhang12,6845,6642,12824743,tensorflow,23774870,24951593
ImageCaptioningAttack__huanzhang12,6819,6642,10312345,tensorflow,24033493,24951593
ImageCaptioningAttack__huanzhang12,6760,6642,9248417,tensorflow,24127930,24951593
ImageCaptioningAttack__huanzhang12,6733,6642,8489562,tensorflow,24196966,24951593
ImageCaptioningAttack__huanzhang12,6662,6642,3294392,tensorflow,24670230,24951593
ImageCaptioningAttack__huanzhang12,6662,6642,3061341,tensorflow,24690821,24951593
ImageCaptioningAttack__huanzhang12,6792,6642,1822558,tensorflow,24793526,24951593
ImageCaptioningAttack__huanzhang12,6816,6642,1132963,tensorflow,24855450,24951593
ImageCaptioningAttack__huanzhang12,6662,6642,194804,tensorflow,24931175,24951593
ImageCaptioningAttack__huanzhang12,6660,6709,20639114,tensorflow,22970926,24957157
ImageCaptioningAttack__huanzhang12,6650,6709,16048464,tensorflow,23448167,24957157
ImageCaptioningAttack__huanzhang12,6650,6709,15901325,tensorflow,23464540,24957157
ImageCaptioningAttack__huanzhang12,6851,6709,15199524,tensorflow,23541841,24957157
ImageCaptioningAttack__huanzhang12,2265,6709,14250012,tensorflow,23628085,24957157
ImageCaptioningAttack__huanzhang12,6845,6709,13349451,tensorflow,23719109,24957157
ImageCaptioningAttack__huanzhang12,6845,6709,12881888,tensorflow,23774870,24957157
ImageCaptioningAttack__huanzhang12,6819,6709,10369490,tensorflow,24033493,24957157
ImageCaptioningAttack__huanzhang12,6760,6709,9305562,tensorflow,24127930,24957157
ImageCaptioningAttack__huanzhang12,6733,6709,8546707,tensorflow,24196966,24957157
ImageCaptioningAttack__huanzhang12,6662,6709,3351537,tensorflow,24670230,24957157
ImageCaptioningAttack__huanzhang12,6662,6709,3118486,tensorflow,24690821,24957157
ImageCaptioningAttack__huanzhang12,6792,6709,1879703,tensorflow,24793526,24957157
ImageCaptioningAttack__huanzhang12,6816,6709,1190108,tensorflow,24855450,24957157
ImageCaptioningAttack__huanzhang12,6662,6709,251949,tensorflow,24931175,24957157
ImageCaptioningAttack__huanzhang12,6642,6709,57145,tensorflow,24951593,24957157
cifar10_tensorflow__eickenberg,32621,9939,4244704,tensorflow,24665705,25029017
lstmJam__jcbgamboa,24263,1997,137331,tensorflow,25081861,25094670
magenta__tensorflow,59988,60000,1959814,tensorflow,24932847,25107335
magenta__tensorflow,59988,60000,244505,tensorflow,25084170,25107335
ImageCaptioningAttack__huanzhang12,6792,6804,3706666,tensorflow.python.platform.app,24793526,25118703
ImageCaptioningAttack__huanzhang12,6660,6804,22466077,tensorflow,22970926,25118703
ImageCaptioningAttack__huanzhang12,6650,6804,17875427,tensorflow,23448167,25118703
ImageCaptioningAttack__huanzhang12,6650,6804,17728288,tensorflow,23464540,25118703
ImageCaptioningAttack__huanzhang12,6851,6804,17026487,tensorflow,23541841,25118703
ImageCaptioningAttack__huanzhang12,2265,6804,16076975,tensorflow,23628085,25118703
ImageCaptioningAttack__huanzhang12,6845,6804,15176414,tensorflow,23719109,25118703
ImageCaptioningAttack__huanzhang12,6845,6804,14708851,tensorflow,23774870,25118703
ImageCaptioningAttack__huanzhang12,6819,6804,12196453,tensorflow,24033493,25118703
ImageCaptioningAttack__huanzhang12,6760,6804,11132525,tensorflow,24127930,25118703
ImageCaptioningAttack__huanzhang12,6733,6804,10373670,tensorflow,24196966,25118703
ImageCaptioningAttack__huanzhang12,6662,6804,5178500,tensorflow,24670230,25118703
ImageCaptioningAttack__huanzhang12,6662,6804,4945449,tensorflow,24690821,25118703
ImageCaptioningAttack__huanzhang12,6792,6804,3706666,tensorflow,24793526,25118703
ImageCaptioningAttack__huanzhang12,6816,6804,3017071,tensorflow,24855450,25118703
ImageCaptioningAttack__huanzhang12,6662,6804,2078912,tensorflow,24931175,25118703
ImageCaptioningAttack__huanzhang12,6642,6804,1884108,tensorflow,24951593,25118703
ImageCaptioningAttack__huanzhang12,6709,6804,1826963,tensorflow,24957157,25118703
ImageCaptioningAttack__huanzhang12,6709,6804,1810933,tensorflow,24959129,25118703
ImageCaptioningAttack__huanzhang12,6662,6804,1574929,tensorflow,24976931,25118703
ImageCaptioningAttack__huanzhang12,6792,6804,3706666,tensorflow.python.platform.flags,24793526,25118703
ImageCaptioningAttack__huanzhang12,6660,6804,21931866,tensorflow.python.platform.gfile,23023893,25118703
ImageCaptioningAttack__huanzhang12,6819,6804,12196453,tensorflow.python.platform.gfile,24033493,25118703
ImageCaptioningAttack__huanzhang12,6819,6804,4703773,tensorflow.python.platform.gfile,24707986,25118703
ImageCaptioningAttack__huanzhang12,6792,6804,3706666,tensorflow.python.platform.gfile,24793526,25118703
tflearn__tflearn,24713,83066,15927763,tensorflow,23651731,25123576
tflearn__tflearn,1215,83066,15033456,tensorflow,23742335,25123576
tflearn__tflearn,24713,83066,14993807,tensorflow,23745745,25123576
tflearn__tflearn,24713,83066,14904003,tensorflow,23756273,25123576
tflearn__tflearn,24713,83066,12741996,tensorflow,23986741,25123576
tflearn__tflearn,24713,83066,9631168,tensorflow,24272436,25123576
tflearn__tflearn,49137,83066,5238133,tensorflow,24671481,25123576
tflearn__tflearn,49137,83066,4131318,tensorflow,24761552,25123576
tflearn__tflearn,46188,83066,3749531,tensorflow,24796151,25123576
tflearn__tflearn,49137,83066,3199330,tensorflow,24845637,25123576
tflearn__tflearn,49137,83066,3005801,tensorflow,24860556,25123576
tflearn__tflearn,49137,83066,2772847,tensorflow,24880118,25123576
DENN__Gabriele91,74919,125124,677568,tensorflow,25099318,25157463
DENN__Gabriele91,74919,125124,99995,tensorflow,25147965,25157463
ImageCaptioningAttack__huanzhang12,6804,6795,670966,tensorflow.contrib.slim,25118703,25171935
ImageCaptioningAttack__huanzhang12,6660,6795,23137043,tensorflow,22970926,25171935
ImageCaptioningAttack__huanzhang12,6650,6795,18546393,tensorflow,23448167,25171935
ImageCaptioningAttack__huanzhang12,6650,6795,18399254,tensorflow,23464540,25171935
ImageCaptioningAttack__huanzhang12,6851,6795,17697453,tensorflow,23541841,25171935
ImageCaptioningAttack__huanzhang12,2265,6795,16747941,tensorflow,23628085,25171935
ImageCaptioningAttack__huanzhang12,6845,6795,15847380,tensorflow,23719109,25171935
ImageCaptioningAttack__huanzhang12,6845,6795,15379817,tensorflow,23774870,25171935
ImageCaptioningAttack__huanzhang12,6819,6795,12867419,tensorflow,24033493,25171935
ImageCaptioningAttack__huanzhang12,6760,6795,11803491,tensorflow,24127930,25171935
ImageCaptioningAttack__huanzhang12,6733,6795,11044636,tensorflow,24196966,25171935
ImageCaptioningAttack__huanzhang12,6662,6795,5849466,tensorflow,24670230,25171935
ImageCaptioningAttack__huanzhang12,6662,6795,5616415,tensorflow,24690821,25171935
ImageCaptioningAttack__huanzhang12,6792,6795,4377632,tensorflow,24793526,25171935
ImageCaptioningAttack__huanzhang12,6816,6795,3688037,tensorflow,24855450,25171935
ImageCaptioningAttack__huanzhang12,6662,6795,2749878,tensorflow,24931175,25171935
ImageCaptioningAttack__huanzhang12,6642,6795,2555074,tensorflow,24951593,25171935
ImageCaptioningAttack__huanzhang12,6709,6795,2497929,tensorflow,24957157,25171935
ImageCaptioningAttack__huanzhang12,6709,6795,2481899,tensorflow,24959129,25171935
ImageCaptioningAttack__huanzhang12,6662,6795,2245895,tensorflow,24976931,25171935
ImageCaptioningAttack__huanzhang12,6804,6795,670966,tensorflow,25118703,25171935
ImageCaptioningAttack__huanzhang12,6819,6795,12429379,tensorflow.python.platform.tf_logging,24072116,25171935
ImageCaptioningAttack__huanzhang12,6792,6795,4377632,tensorflow.python.platform.flags,24793526,25171935
ImageCaptioningAttack__huanzhang12,6804,6795,670966,tensorflow.python.platform.flags,25118703,25171935
rybki__ghostFaceKillah,3581,14762,580747,tensorflow.contrib.layers.variance_scaling_initializer,25227080,25275944
rybki__ghostFaceKillah,3581,14762,26144639,tensorflow,22804449,25275944
rybki__ghostFaceKillah,3581,14762,26132553,tensorflow,22805039,25275944
rybki__ghostFaceKillah,3581,14762,26130048,tensorflow,22805156,25275944
rybki__ghostFaceKillah,3581,14762,26057194,tensorflow,22810888,25275944
rybki__ghostFaceKillah,3581,14762,26053617,tensorflow,22811598,25275944
rybki__ghostFaceKillah,3581,14762,25981246,tensorflow,22823290,25275944
rybki__ghostFaceKillah,3581,14762,25938162,tensorflow,22826415,25275944
rybki__ghostFaceKillah,3581,14762,25862441,tensorflow,22833699,25275944
rybki__ghostFaceKillah,3581,14762,25853981,tensorflow,22834657,25275944
rybki__ghostFaceKillah,3581,14762,25805677,tensorflow,22838683,25275944
rybki__ghostFaceKillah,3581,14762,25802419,tensorflow,22839022,25275944
rybki__ghostFaceKillah,3581,14762,25691524,tensorflow,22849575,25275944
rybki__ghostFaceKillah,3581,14762,25628798,tensorflow,22854154,25275944
rybki__ghostFaceKillah,3581,14762,23731087,tensorflow,23044647,25275944
rybki__ghostFaceKillah,3581,14762,23536550,tensorflow,23060931,25275944
rybki__ghostFaceKillah,3581,14762,22182320,tensorflow,23202277,25275944
rybki__ghostFaceKillah,3581,14762,21934014,tensorflow,23231220,25275944
rybki__ghostFaceKillah,3581,14762,21643939,tensorflow,23257401,25275944
rybki__ghostFaceKillah,3581,14762,20700344,tensorflow,23363544,25275944
rybki__ghostFaceKillah,3581,14762,20696533,tensorflow,23363928,25275944
rybki__ghostFaceKillah,3581,14762,20239570,tensorflow,23408038,25275944
rybki__ghostFaceKillah,3581,14762,18557604,tensorflow,23581632,25275944
rybki__ghostFaceKillah,3581,14762,18292103,tensorflow,23609592,25275944
rybki__ghostFaceKillah,3581,14762,15945981,tensorflow,23862474,25275944
rybki__ghostFaceKillah,3581,14762,15146012,tensorflow,23935303,25275944
rybki__ghostFaceKillah,3581,14762,13815042,tensorflow,24061295,25275944
rybki__ghostFaceKillah,3581,14762,11801731,tensorflow,24247450,25275944
rybki__ghostFaceKillah,3581,14762,10739751,tensorflow,24338371,25275944
rybki__ghostFaceKillah,3581,14762,10526404,tensorflow,24364804,25275944
rybki__ghostFaceKillah,3581,14762,10378664,tensorflow,24379606,25275944
rybki__ghostFaceKillah,3581,14762,9610151,tensorflow,24446631,25275944
rybki__ghostFaceKillah,3581,14762,9485620,tensorflow,24457072,25275944
rybki__ghostFaceKillah,3581,14762,9407215,tensorflow,24464504,25275944
